Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,67.68,62.7,60.15,53.27,47,45.45,47.3,45.8,46.77,46.63,45.38,44.98,45.13,44.5,45.1
3Mo,71.32,63.52,56.67,52.15,48.52,49.38,49,48.08,48.35,47.85,46.95,45.75,45.33,45.08,45.83
6Mo,71.4,66.95,56.98,52.9,49.8,49.3,49.7,48.5,48.67,48.67,46.75,45.63,45.85,44.98,46.25
9Mo,71.28,64.67,56.35,51.73,49.5,48.77,48.5,48.33,47.9,46.97,46.52,44.65,44.17,43.95,44.2
1Yr,70.63,61.95,54.9,51.98,49.3,48.23,47.72,47.05,47.05,46.8,44.25,41.88,43.63,42.98,44.05
2Yr,72.65,59.8,53,49.2,47.45,45.8,45,43.42,42.85,42.65,41.02,39.42,39.65,39.08,40.17
3Yr,58.05,51.25,46.88,44.02,42.7,42.15,40.65,40.45,39.55,38.65,39.02,37.13,37.48,36.35,37
4Yr,48.65,44.58,42.28,40.85,39.15,39.23,37.75,37.05,36.45,36.85,36,35.55,35.77,35.03,35.6
5Yr,42.47,40.52,39.73,38.9,37.75,37.75,36.4,36,35.75,35.77,34.8,34.63,35.35,34.17,33.98
6Yr,38.75,38.17,37.23,36.53,35.63,35.15,34.75,33.95,33.75,33.65,34.6,33.52,33.4,33.15,33.08
7Yr,37.35,36.72,36.42,35.47,34.65,33.83,34.3,32.85,33.45,34.25,33.35,32.97,33.27,32.48,32.95
8Yr,35.42,35.08,34.23,33.45,32.95,32.77,32.6,32.05,32.15,32.25,32.75,32.25,31.95,31.7,31.52
9Yr,34.85,33.58,32.88,32.3,31.95,32.02,31.8,31.45,32.17,31.65,32.15,31.77,31.35,29.3,30.98
10Yr,33.4,32.6,32.48,31.98,31.52,32.02,32.38,31.6,31.95,32.45,31.7,31.38,31.1,30.6,30.95
15Yr,31.77,31.77,31.85,31.95,32.05,32.05,32,32.05,32.08,31.9,30.63,30.35,29.55,29.75,29.9
20Yr,30.3,30.15,30.18,30.17,30.18,30.13,29.98,29.77,29.73,29.8,30.3,28.52,28.2,28.38,28.45
25Yr,29.8,29.02,29.5,29.45,29.45,29,29.57,29.4,29.73,29.8,29.52,28.7,28.48,28.65,28.7
30Yr,29.42,29.25,29.43,29.57,29.75,29.9,30.1,29.83,31.15,30,29.3,28.98,28.43,28.42,30.88
