Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.41875,0,4.41875,4.41875,0.988834
EDZ08   ,2.53923,0,2.53923,3.30126,0.986719
EDH09   ,2.22226,0,2.22226,2.91504,0.981207
EDM09   ,2.2194,0,2.2194,2.73978,0.975733
EDU09   ,2.31567,0,2.31567,2.65481,0.970055
EDZ09   ,2.59607,0,2.59607,2.64574,0.963731
EDH10   ,2.80564,0,2.80564,2.68063,0.956944
2 YR,2.85,0,2.85,2.85194,0.944938
3 YR,3.297,0,3.297,3.31421,0.906095
4 YR,3.664,0,3.664,3.69986,0.863515
5 YR,3.9075,0,3.9075,3.95884,0.822005
6 YR,4.1035,0,4.1035,4.17072,0.780618
7 YR,4.23725,0,4.23725,4.31598,0.74163
8 YR,4.34,0,4.34,4.42855,0.704393
9 YR,4.4235,0,4.4235,4.52105,0.668571
10 YR,4.468,0,4.468,4.56748,0.636522
11 YR,4.525,0,4.525,4.63242,0.604258
12 YR,4.53675,0,4.53675,4.63912,0.576756
15 YR,4.555,0,4.555,4.64334,0.502181
20 YR,4.544,0,4.544,4.60386,0.402288
25 YR,4.566,0,4.566,4.62792,0.318607
30 YR,4.551,0,4.551,4.58779,0.256459
40 YR,4.532,0,4.532,4.52969,0.166683
50 YR,4.4425,0,4.4425,4.27526,0.120621
