Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,109.45,78.95,74.7,64.1,55.13,52.4,52.77,51.35,50.33,50,45.4,45.35,44.05,43.83,43.85
3Mo,105.38,78.53,71.05,61.33,55,52.77,50.9,49.13,48.85,48.3,46.13,43.85,41.92,42.1,42.95
6Mo,95.6,74.55,65.28,58.63,54.3,50.98,48.75,47,46,45.33,44.23,40.7,38.95,38.83,39.35
9Mo,92.03,72.15,62.75,55.8,51.78,48.13,46.95,45.1,44.15,42.77,41.88,38.25,36.75,36.42,37.45
1Yr,85.15,67.9,59.7,53.35,49.38,45.95,44.85,43.03,42.05,40.9,39.25,36.3,34.95,34.83,34.85
2Yr,75.4,58.63,49.1,44.52,42.2,39.85,38.75,37.95,37.23,36.05,35.85,33.25,32.45,31.75,31.6
3Yr,54.55,45.23,40.5,38.4,36.58,35.65,34.53,34.48,33.7,32.8,32.75,31.02,30.02,29.85,29.48
4Yr,41.42,38.6,35.9,34.15,33.1,32.73,31.82,31.7,31.2,30.73,31.1,29.5,28.55,28.4,28
5Yr,36.33,33.98,32.77,32.05,31.33,30.98,30.3,30.3,29.9,29.48,29.63,28.3,27.42,27.45,27.15
6Yr,32.7,31.65,30.95,30.4,29.88,29.57,29.18,29.2,29.7,28.7,28.48,27.8,27.15,26.75,26.85
7Yr,30.95,30.3,29.55,28.9,28.35,28.2,27.88,28.15,28.05,28,28.15,27.13,26.2,26.07,25.93
8Yr,29.65,29,28.35,27.77,27.33,27.65,27.55,27.35,27.35,27.45,27.27,26.27,25.58,25.38,25.7
9Yr,27.57,26.75,26.48,25.98,25.75,26.4,25.57,26.1,25.82,26.5,25.98,25.2,24.65,25.15,24.65
10Yr,27.27,26.77,26.43,26.15,26.5,26.07,25.95,26.15,26.18,26.15,26.25,25.48,24.6,24.5,24.65
15Yr,24.63,24.35,24.7,24.92,24.9,25.02,24.77,25.05,25.1,24.83,24.25,23.65,23.5,23.4,23.3
20Yr,23.95,24.1,24.05,24.02,23.63,23.7,23.88,23.6,23.6,23.6,24.38,22.6,23.1,23.23,23.07
25Yr,23.7,23.6,23.67,23.7,23.68,23.2,23.73,23.5,23.7,23.8,24.38,23.55,24.1,24.65,25.15
30Yr,24.98,25.15,25.27,25.45,25.55,25.67,25.75,25.75,25.45,25.6,23.7,26.27,26.15,26.92,26.52
