Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.28875,0,4.28875,4.28875,0.989159
EDZ08   ,2.76404,0,2.76404,3.4648,0.984849
EDH09   ,2.13702,0,2.13702,3.00862,0.979557
EDM09   ,2.14414,0,2.14414,2.79496,0.974277
EDU09   ,2.23542,0,2.23542,2.68375,0.968802
EDZ09   ,2.55088,0,2.55088,2.66186,0.962595
EDH10   ,2.74053,0,2.74053,2.68384,0.955973
2 YR,2.8165,0,2.8165,2.81641,0.9456
3 YR,3.1365,0,3.1365,3.14703,0.910341
4 YR,3.3791,0,3.3791,3.40074,0.873734
5 YR,3.5595,0,3.5595,3.59158,0.836954
6 YR,3.709,0,3.709,3.75199,0.800088
7 YR,3.83495,0,3.83495,3.88916,0.763664
8 YR,3.942,0,3.942,4.00739,0.727783
9 YR,4.027,0,4.027,4.10227,0.693715
10 YR,4.0925,0,4.0925,4.17563,0.661412
11 YR,4.141,0,4.141,4.22958,0.63103
12 YR,4.1795,0,4.1795,4.27228,0.602134
15 YR,4.2515,0,4.2515,4.35018,0.524258
20 YR,4.2855,0,4.2855,4.37406,0.420789
25 YR,4.2985,0,4.2985,4.37689,0.338652
30 YR,4.285,0,4.285,4.33798,0.275965
40 YR,4.308,0,4.308,4.36829,0.177549
50 YR,4.2395,0,4.2395,4.16427,0.127358
