Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.54125,0,3.54125,3.54125,0.990838
EDZ08   ,2.43434,0,2.43434,2.87863,0.988633
EDH09   ,2.25256,0,2.25256,2.66119,0.983035
EDM09   ,2.25995,0,2.25995,2.56613,0.977451
EDU09   ,2.29155,0,2.29155,2.51316,0.971822
EDZ09   ,2.42735,0,2.42735,2.49895,0.965896
EDH10   ,2.53739,0,2.53739,2.51457,0.95974
2 YR,2.5975,0,2.5975,2.59809,0.949615
3 YR,2.97435,0,2.97435,2.98677,0.9149
4 YR,3.2705,0,3.2705,3.29616,0.877418
5 YR,3.487,0,3.487,3.52515,0.83969
6 YR,3.6585,0,3.6585,3.70904,0.802115
7 YR,3.78935,0,3.78935,3.85074,0.765519
8 YR,3.8865,0,3.8865,3.95669,0.730925
9 YR,3.9615,0,3.9615,4.03885,0.697763
10 YR,4.01,0,4.01,4.09078,0.66701
11 YR,4.051,0,4.051,4.13514,0.637484
12 YR,4.0665,0,4.0665,4.14807,0.610849
15 YR,4.096,0,4.096,4.17073,0.538388
20 YR,4.0955,0,4.0955,4.15057,0.43972
25 YR,4.0905,0,4.0905,4.13093,0.359798
30 YR,4.0845,0,4.0845,4.11284,0.294803
40 YR,4.065,0,4.065,4.06169,0.200163
50 YR,4.062,0,4.062,4.05027,0.134673
