Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,97.03,99.5,110.4,86.15,72.07,61.65,57.88,52.9,49.05,49.67,42.7,40.95,38.13,37.73,37.5
3Mo,83.78,76.05,87.9,74,63.7,56.45,52.63,48.85,47.4,45.9,42.58,35.05,36.92,35.5,31.83
6Mo,83.28,70.8,74.17,63.38,56.98,50.88,45.6,44.15,42.85,42.65,40.53,35.65,33.98,32.7,32.95
9Mo,88,68.2,66.5,56.85,52.35,46.48,43.65,42.23,41.25,39.75,38.8,34.5,33.25,30.4,32.2
1Yr,87,63.63,60.8,50.85,47.6,44,42.1,40.1,39.8,38.65,36.35,32.65,31.85,30.45,30.75
2Yr,81.97,58.1,47.85,42.9,40.38,38.5,37.1,35.7,35.1,34.65,33.65,30,28.7,28.07,28.73
3Yr,53.88,44.08,39.8,36.65,35.38,34.33,33.4,32.9,32.35,31.5,30.95,28.35,27.25,26.73,27.3
4Yr,41.95,37.52,34.63,33.05,31.98,31.5,30.75,30.27,30,29.35,29.05,27.2,25.95,25.6,25.1
5Yr,35.88,33.3,32.55,30.9,30,29.7,28.85,28.9,28.33,28.25,27.65,25.83,24.8,24.4,24.83
6Yr,31.7,30.58,29.73,29.05,28.65,28.15,27.5,27.5,27.6,27.6,26.83,25.13,24.25,24.35,24.35
7Yr,31.52,30.15,29,28.45,27.3,26.8,26.3,26.75,26.5,26.8,26.08,24.38,23.65,23.3,23.95
8Yr,28.35,28.02,26.95,26.23,26.15,25.7,25.35,25.92,26.13,26.02,25.4,24.08,23.2,22.67,23.55
9Yr,26.95,25.7,25.75,24.85,24.23,24.2,24.65,24.9,24.77,24.65,24.13,23.05,22.43,21.45,22.35
10Yr,25.17,24.65,24.15,23.85,23.63,23.8,24.13,23.9,23.82,23.95,23.55,22.6,21.9,21.35,22.13
15Yr,22.75,23.05,23.15,23.15,23.02,22.85,22.85,22.65,22.38,21.92,21.83,21.23,19.92,19.65,19.58
20Yr,21.35,21,21.2,21.2,21.15,21.23,21.05,20.8,20.8,20.9,20.55,20.15,18.88,20.5,19.4
25Yr,19.05,18.95,18.8,18.48,20.7,20.7,18.25,18.1,17.73,17.85,17.8,20.95,21.45,16.9,16.65
30Yr,16.8,16.6,16.45,16.07,22.2,16,15.6,22.38,23.2,15.65,19.05,14.5,23.55,23.8,23.95
