Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,43.2,45.45,41.6,39.4,38.1,35.4,33,30.65,28.7,27.1,24.8,24.7,24.4,22.4,21.93
3Mo,40.48,41.6,37.6,35.7,34.2,32.2,29.95,27.75,26.5,25.2,23.65,22.2,21.5,21.05,21
6Mo,38.73,36.9,33.9,32.3,30.93,29.2,27.2,25.8,24.85,23.45,22,21,20.05,20.05,19.7
9Mo,36.95,34.25,31.95,30.45,29.2,27.6,25.82,24.55,23.7,22.63,21.65,20.25,19.6,19.35,19.15
1Yr,34.8,31.7,30,28.4,27.05,25.75,24.8,23.7,22.7,21.6,21,20.05,19,19,18.6
2Yr,26.68,25.7,24.95,24.05,23.5,22.45,21.75,21.4,20.8,19.95,19.35,18.5,17.7,17.55,17.6
3Yr,23.95,23.4,22.7,22,21.15,20.67,20.2,20.1,19.3,18.88,18.2,17.7,16.95,17.15,16.9
4Yr,22.13,21.6,20.65,20.23,20.1,19.7,19.3,18.9,18.65,18.3,18.45,16.9,16.35,16.35,16.3
5Yr,20.3,19.5,19.25,18.85,18.63,18.35,18,18,17.7,17.4,16.75,16.4,16,15.9,15.5
6Yr,19.15,18.4,18.4,18.15,17.8,17.6,17.25,17,16.95,16.6,16.1,15.35,15.1,14.95,14.85
7Yr,17.75,17.35,17.25,17.13,16.92,16.75,16.45,16.6,16.4,16.1,15.45,14.9,14.48,14.55,14.6
8Yr,17.15,16.7,16.65,16.45,16.25,16.1,15.95,15.8,15.65,15.4,15.05,14.6,14.3,14,13.95
9Yr,16.2,16,15.85,15.75,15.6,15.4,15.4,15.15,15.05,14.85,14.6,14.25,14,13.7,13.55
10Yr,16,15.6,15.6,15.5,15.4,14.95,14.85,14.9,14.7,14.5,14,13.55,13.4,13.25,13.3
15Yr,14.2,14.1,13.95,13.9,13.85,13.7,13.55,13.4,13.25,13.1,12.7,12.2,12.1,11.95,11.9
20Yr,12.85,13.4,13.4,13.3,12.85,12.7,12.55,12.8,12.7,12.15,11.75,11.25,11.4,11.3,10.85
25Yr,12.6,12.35,12.25,12.15,12.1,11.95,11.85,12.2,11.65,11.55,11.1,10.5,10.3,10.15,10
30Yr,12.5,12.25,12.15,12.05,11.95,11.85,11.75,11.7,11.5,11.35,10.85,10.15,9.9,9.75,9.55
