Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81,0,2.81,2.81,0.99287
EDU08   ,2.86477,0,2.86477,2.91288,0.990645
EDZ08   ,3.05861,0,3.05861,2.98168,0.983045
EDH09   ,3.04184,0,3.04184,3.02385,0.975544
EDM09   ,3.15945,0,3.15945,3.0745,0.967815
EDU09   ,3.36147,0,3.36147,3.13851,0.95966
EDZ09   ,3.64291,0,3.64291,3.22201,0.950904
2 YR,3.3905,0,3.3905,3.39743,0.934842
3 YR,3.7215,0,3.7215,3.73953,0.89462
4 YR,3.956,0,3.956,3.98529,0.853983
5 YR,4.115,0,4.115,4.15344,0.814203
6 YR,4.2475,0,4.2475,4.29597,0.774894
7 YR,4.3585,0,4.3585,4.41733,0.736499
8 YR,4.4515,0,4.4515,4.52054,0.699167
9 YR,4.524,0,4.524,4.60169,0.663925
10 YR,4.585,0,4.585,4.67087,0.630201
11 YR,4.628,0,4.628,4.71887,0.598669
12 YR,4.6835,0,4.6835,4.78556,0.566939
15 YR,4.7855,0,4.7855,4.90675,0.48323
20 YR,4.869,0,4.869,5.00321,0.372146
25 YR,4.902,0,4.902,5.03387,0.288469
30 YR,4.915,0,4.915,5.03754,0.2248
40 YR,4.9075,0,4.9075,4.97915,0.139838
50 YR,4.8925,0,4.8925,4.90671,0.088589
