Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.1975,0,3.1975,3.1975,0.991982
EDZ08   ,3.19909,0,3.19909,3.23006,0.984632
EDH09   ,2.97748,0,2.97748,3.17117,0.977277
EDM09   ,3.04022,0,3.04022,3.15842,0.969824
EDU09   ,3.11733,0,3.11733,3.15964,0.962241
EDZ09   ,3.40883,0,3.40883,3.20461,0.954021
EDH10   ,3.60973,0,3.60973,3.27657,0.945394
2 YR,3.3895,0,3.3895,3.39452,0.934895
3 YR,3.736,0,3.736,3.75353,0.894251
4 YR,3.95,0,3.95,3.97761,0.85424
5 YR,4.1038,0,4.1038,4.14047,0.814721
6 YR,4.2165,0,4.2165,4.26101,0.776487
7 YR,4.321,0,4.321,4.37531,0.738622
8 YR,4.403,0,4.403,4.4658,0.702171
9 YR,4.4715,0,4.4715,4.54254,0.667391
10 YR,4.524,0,4.524,4.60146,0.634491
11 YR,4.5725,0,4.5725,4.65715,0.602653
12 YR,4.6175,0,4.6175,4.71003,0.57198
15 YR,4.71,0,4.71,4.8192,0.489466
20 YR,4.787,0,4.787,4.90783,0.379139
25 YR,4.815,0,4.815,4.93181,0.295743
30 YR,4.827,0,4.827,4.9357,0.231602
40 YR,4.78,0,4.78,4.78909,0.15061
50 YR,4.7895,0,4.7895,4.80943,0.092898
