Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79625,0,2.79625,2.79625,0.992905
EDU08   ,2.95445,0,2.95445,2.96812,0.988365
EDZ08   ,3.20798,0,3.20798,3.06631,0.980415
EDH09   ,3.32584,0,3.32584,3.16238,0.972241
EDM09   ,3.55304,0,3.55304,3.26752,0.963587
EDU09   ,3.85459,0,3.85459,3.3837,0.954289
EDZ09   ,4.1755,0,4.1755,3.5083,0.944322
2 YR,3.682,0,3.682,3.69289,0.929241
3 YR,4.0535,0,4.0535,4.07759,0.885848
4 YR,4.2725,0,4.2725,4.30659,0.843298
5 YR,4.4175,0,4.4175,4.45952,0.802096
6 YR,4.5345,0,4.5345,4.58502,0.761858
7 YR,4.63,0,4.63,4.68907,0.722928
8 YR,4.705,0,4.705,4.77162,0.685657
9 YR,4.773,0,4.773,4.84829,0.649767
10 YR,4.8235,0,4.8235,4.90505,0.615952
11 YR,4.8855,0,4.8855,4.97909,0.582169
12 YR,4.9105,0,4.9105,5.00515,0.552542
15 YR,4.994,0,4.994,5.10334,0.469589
20 YR,5.066,0,5.066,5.18634,0.359138
25 YR,5.0935,0,5.0935,5.21062,0.276342
30 YR,5.103,0,5.103,5.20968,0.2137
40 YR,5.1105,0,5.1105,5.19125,0.128734
50 YR,5.094,0,5.094,5.10755,0.080322
