Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81313,0,2.81313,2.81313,0.992939
EDU08   ,2.8149,0,2.8149,2.85318,0.991927
EDZ08   ,2.92879,0,2.92879,2.89361,0.984638
EDH09   ,2.87702,0,2.87702,2.91217,0.977529
EDM09   ,2.99462,0,2.99462,2.95082,0.970185
EDU09   ,3.19659,0,3.19659,3.00812,0.962408
EDZ09   ,3.48294,0,3.48294,3.08864,0.954009
2 YR,3.259,0,3.259,3.26524,0.937023
3 YR,3.5775,0,3.5775,3.5944,0.898461
4 YR,3.7915,0,3.7915,3.81807,0.859604
5 YR,3.9435,0,3.9435,3.97862,0.821209
6 YR,4.0785,0,4.0785,4.12392,0.782768
7 YR,4.1935,0,4.1935,4.24975,0.745004
8 YR,4.2885,0,4.2885,4.35505,0.708288
9 YR,4.3645,0,4.3645,4.44024,0.673429
10 YR,4.43,0,4.43,4.51479,0.63989
11 YR,4.482,0,4.482,4.57417,0.608054
12 YR,4.5325,0,4.5325,4.63357,0.577132
15 YR,4.637,0,4.637,4.75729,0.493926
20 YR,4.728,0,4.728,4.86427,0.382378
25 YR,4.7615,0,4.7615,4.89481,0.298425
30 YR,4.774,0,4.774,4.89691,0.234153
40 YR,4.7665,0,4.7665,4.84008,0.14764
50 YR,4.7535,0,4.7535,4.77632,0.094412
