Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.21,0,2.21,2.21,0.994505
EDZ08   ,2.08488,0,2.08488,2.10664,0.993964
EDH09   ,1.79863,0,1.79863,1.98517,0.989466
EDM09   ,1.79164,0,1.79164,1.93812,0.985005
EDU09   ,1.81892,0,1.81892,1.91519,0.980497
EDZ09   ,1.9205,0,1.9205,1.91713,0.97576
EDH10   ,1.92638,0,1.92638,1.92639,0.971031
2 YR,1.944,0,1.944,1.94407,0.961942
3 YR,2.12355,0,2.12355,2.12766,0.938426
4 YR,2.336,0,2.336,2.34721,0.910882
5 YR,2.503,0,2.503,2.52145,0.882246
6 YR,2.647,0,2.647,2.67345,0.852703
7 YR,2.7435,0,2.7435,2.77561,0.824518
8 YR,2.816,0,2.816,2.85266,0.797176
9 YR,2.8705,0,2.8705,2.9107,0.770994
10 YR,2.8925,0,2.8925,2.93218,0.747449
11 YR,2.8754,0,2.8754,2.90848,0.727873
12 YR,2.91,0,2.91,2.94701,0.703941
15 YR,2.9005,0,2.9005,2.92803,0.646605
20 YR,2.839,0,2.839,2.84314,0.568574
25 YR,2.7975,0,2.7975,2.78618,0.500667
30 YR,2.784,0,2.784,2.7684,0.438246
40 YR,2.7715,0,2.7715,2.75156,0.335169
50 YR,2.9264,0,2.9264,3.05749,0.21933
