Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,85.03,88.53,90.15,89.05,89.75,86.63,85.25,84.8,84.6,84.25,83.83,83.2,85.22,91.5,96.65
3Mo,81.85,76.13,79.17,77.95,78.15,75.72,74.75,74.6,74.5,74.25,74,71,74.53,78.7,81.85
6Mo,73.65,69.65,70.15,67.7,65.93,64.03,63.08,62.8,62.6,61.95,61.5,58.6,59.35,62.7,64.95
9Mo,67.1,62.6,62.78,60.78,59.67,58.22,58.2,58.05,57.9,56.17,55.65,54.95,54.45,55.2,57.45
1Yr,60.83,56.05,55.9,54.23,53.52,52.35,51.63,51.4,51,50.13,49.45,47.9,48.73,50,50.35
2Yr,46.98,45.52,44.63,43.95,44.13,43.65,43.35,43.3,42.8,41.95,42.05,41.1,41.98,42.9,42.75
3Yr,41.02,40.02,39.35,39.25,39.65,39.42,39.13,38.8,38.2,37.45,39.2,37.5,38.45,39.3,39.15
4Yr,37.2,35.83,36.05,36.35,36.73,36.35,35.73,35.2,34.6,34.02,34.4,34.5,35.55,36.4,36.35
5Yr,33.52,33.6,33.95,34.15,34.25,33.52,32.75,32.4,32,31.42,31.95,32.4,33.33,34.1,34.05
6Yr,31.55,31.45,31.35,31.25,31.15,31.05,30.65,30.3,30.35,30.4,30.5,30.65,31.85,32.25,32.25
7Yr,30.75,30.65,30.55,29.95,29.38,28.75,28.35,28.4,28.3,28.05,28.95,29.2,29.92,30.6,30.45
8Yr,29,28.25,27.55,26.85,26.7,26.55,26.4,26.5,26.45,26.45,27.1,28.1,28.1,28.1,28.1
9Yr,25.45,25.45,25.45,25.25,25.1,25.25,25.35,25.55,25.65,25.65,25.65,25.65,25.65,25.65,25.65
10Yr,24.13,23.52,23.35,23.52,23.75,23.85,24.13,24.6,24.9,24.92,25.38,26.1,25.95,26.4,26.25
15Yr,22.6,23.2,24,24.8,25.4,25.7,25.9,26.1,26.2,26.2,26,25.8,25.2,25.1,22.45
20Yr,25.7,25.8,26,26.1,26.2,26.1,25.9,25.7,25.5,24.9,24.55,24.1,23.5,23.5,23.5
25Yr,24.7,24.6,24.5,24.4,24.3,24.1,23.9,23.7,23.5,23.3,22.95,22.5,24.45,22.5,23.4
30Yr,22.5,22.4,22.3,22.3,22.4,22.3,22.2,22.1,22.1,24.5,24.55,24.7,22,25,25.15
