Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,82.13,70.88,65.55,59.7,55.9,52.48,54.15,53.23,51.75,52.48,53.77,49.3,49.88,50.25,50.75
3Mo,82.22,71.9,63.9,58.67,55.55,53.1,52.33,51.38,50.85,50.5,49.17,48.33,46.85,47.47,47.92
6Mo,81.05,67.25,60.73,57.1,54.4,51.38,49.83,48.55,47.7,47.05,46.6,44.48,43.42,43.75,43.85
9Mo,81.85,65.6,58.55,54.4,51.67,48.9,47.6,46.85,46.05,45.1,44.25,42.02,41.05,41.4,41.53
1Yr,78.2,62.53,55.77,51.15,49,46.65,45.5,44.27,44.25,43.1,41.9,39.85,39.08,39.6,39.45
2Yr,66.93,54.3,47.25,44.17,42.65,41.45,40.35,39.48,38.8,38.25,37.25,35.85,35.13,35.05,35.05
3Yr,52.67,45.95,42,39.45,38.23,37.4,36.38,36.52,35.77,34.8,35.1,33.48,32.83,32.83,32.67
4Yr,42.9,39.35,37.22,36.35,35.58,34.83,34.17,33.88,33.4,32.83,32.3,32.05,31.35,31.5,31.35
5Yr,37.75,35.85,34.92,34.17,33.52,33.23,32.52,32.65,32.45,31.83,31.05,31.2,30.52,30.65,30.5
6Yr,34.63,33.77,33.2,32.67,32.25,31.85,31.65,31.58,31.38,31.35,30.9,30.5,30.15,30.05,29.92
7Yr,33.48,32.85,32.05,31.38,30.77,30.57,30.3,30.5,30.4,30.48,29.75,29.45,29.2,29.15,29
8Yr,32.25,32.05,30.95,30.3,29.9,29.95,29.8,29.95,29.95,30.27,29.77,29.18,28.93,28.75,28.75
9Yr,31.25,30.33,30.2,29.3,29.75,29.5,29.4,29.5,29.6,29.7,29.45,28.8,28.42,28,27.95
10Yr,29.67,29.2,29,28.75,28.57,28.6,28.57,28.95,29.05,29.15,28.05,28.23,27.17,27.35,27.25
15Yr,27.63,27.85,28.1,28.27,28.25,28.27,29,28.3,28.35,28.1,27.5,27.27,26.7,26.4,27.5
20Yr,26.75,26.5,26.5,26.35,26.35,26.45,26.3,26,26,26.1,26.65,25.3,25.4,25.2,25.1
25Yr,25.88,25.82,25.8,25.73,25.55,25.65,25.75,25.75,25.7,25.75,27.05,26.5,27.2,27.77,28.35
30Yr,25.85,25.92,26,26.3,26.45,26.75,26.8,26.85,26.13,27.35,26.05,29.2,28.98,29.4,29.67
