Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,67.82,63.35,61.33,54.27,47.52,45.48,46.8,44.7,46.05,46.27,43.65,43.9,43.6,42.45,43.17
3Mo,73.32,64.28,59,54.4,50.25,49.63,50.23,48.23,47.92,47.63,45.9,45,44.17,44.23,44.95
6Mo,72.57,69.3,59.42,54.27,50.77,49.75,49.75,48.5,47.98,47.35,45.33,44.5,44.02,43.6,44.53
9Mo,74.22,68.28,58.67,53.5,50.5,49.05,48.73,48.03,46.85,46.6,45.53,41.75,43.2,43.08,43.25
1Yr,74.2,65.03,57.35,53.4,50.13,48.47,48.2,46.85,46.47,45.58,43.22,42.53,42.67,42,42.67
2Yr,76.45,62.3,53.77,49.15,47.35,45.5,44.2,42.8,42.4,41.65,39.9,38.6,38.92,38.22,38.83
3Yr,61.5,51.73,46.98,44.15,42.6,41.48,40.1,39.63,38.78,38.2,37.05,36.28,36.35,35.6,35.83
4Yr,48.02,44.2,41.55,39.95,38.9,38.35,37.27,36.63,36.13,35.95,35.1,34.67,34.77,34.2,34
5Yr,41.83,39.48,38.6,37.73,36.8,36.23,35.63,35,34.8,34.77,33.95,33.72,34,33.3,33.7
6Yr,37.3,36.92,35.98,35.15,34.48,34.1,33.65,32.85,32.75,32.65,33.55,32.7,32.58,32.35,32.23
7Yr,36.65,35.77,34.8,33.95,33.55,33.3,32.95,32.5,32.45,33.15,32.55,31.65,32.23,31.65,32
8Yr,34.85,33.83,33.15,32.5,31.95,31.9,31.82,31.1,31.2,31.3,31.83,31.52,31.17,30.95,30.9
9Yr,33.6,32.83,32.25,30.98,30.63,31.4,31.2,31.02,31.52,31.02,31.6,31.15,30.65,30.27,30.5
10Yr,32.5,32.13,31.67,31.35,31.1,31.2,31.27,31,31.32,31.85,30.9,30.45,30.07,29.88,29.98
15Yr,30.82,31.05,31.2,31.3,31.45,31.45,31.4,31.48,31.5,31.3,29.63,29.8,29.2,29.3,29.23
20Yr,29.6,29.7,29.65,29.52,29.55,29.38,29.27,29.05,29,28.1,29.65,27.55,27.63,27.83,27.95
25Yr,28.73,28.52,27.65,28.4,28.05,28.5,28.57,28.2,28.82,28.88,28.48,27.92,27.75,28.02,28.05
30Yr,28.63,28.15,28.5,28.93,29.07,29.4,29.52,28.77,28.98,29.5,28.5,28.43,28.13,27.98,29.95
