Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80375,0,2.80375,2.80375,0.992886
EDU08   ,2.82472,0,2.82472,2.8764,0.990211
EDZ08   ,3.04856,0,3.04856,2.95411,0.982639
EDH09   ,3.1468,0,3.1468,3.03502,0.974884
EDM09   ,3.32446,0,3.32446,3.12073,0.96676
EDU09   ,3.55655,0,3.55655,3.21223,0.958146
EDZ09   ,3.84808,0,3.84808,3.31579,0.948916
2 YR,3.488,0,3.488,3.49655,0.933022
3 YR,3.857,0,3.857,3.87831,0.890966
4 YR,4.087,0,4.087,4.11909,0.849515
5 YR,4.245,0,4.245,4.28612,0.808931
6 YR,4.39,0,4.39,4.44292,0.768237
7 YR,4.504,0,4.504,4.5678,0.72895
8 YR,4.599,0,4.599,4.67346,0.69085
9 YR,4.6745,0,4.6745,4.75836,0.654838
10 YR,4.7385,0,4.7385,4.83138,0.620397
11 YR,4.79,0,4.79,4.89045,0.587736
12 YR,4.84,0,4.84,4.94971,0.55614
15 YR,4.9385,0,4.9385,5.06602,0.472094
20 YR,5.023,0,5.023,5.16415,0.360644
25 YR,5.057,0,5.057,5.19625,0.277271
30 YR,5.0705,0,5.0705,5.2003,0.214348
40 YR,5.0735,0,5.0735,5.16489,0.130064
50 YR,5.061,0,5.061,5.09337,0.080879
