Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,40.35,41.98,38.95,37.15,35.95,33.6,31.6,29.6,27.8,26.2,26,24,23.3,22.4,21.75
3Mo,36.1,38.2,34.9,33.8,32.72,30.9,29.1,27.1,25.9,24.5,23.8,21.7,20.9,20.5,20.4
6Mo,35.7,34.6,32.1,30.8,29.63,27.9,26.65,25.4,24.25,23,23.45,20.75,19.9,19.5,19.4
9Mo,34.1,32.23,30.45,29.25,28.13,26.95,25.67,23.95,23.25,22.05,21.18,19.95,19.4,19,18.92
1Yr,32.45,30.3,28.8,27.7,26.4,25.6,24.07,22.9,22.4,21.7,20.75,19.85,18.9,18.8,18.25
2Yr,25.9,25.1,24.23,23.6,23,22.3,21.7,21.2,20.65,20,19.1,18.4,17.8,17.5,17.25
3Yr,23.05,22.6,22,21.5,21.1,20.35,20.05,19.8,19.9,18.75,18.2,17.6,16.85,16.8,16.7
4Yr,21.3,21,20.7,20,19.9,19.6,19.2,18.85,18.6,18.2,17.6,16.9,16.6,16.3,16.2
5Yr,19.67,19.7,19.3,18.77,18.9,18.3,17.95,17.9,17.75,17.4,16.8,16.3,16,15.75,15.38
6Yr,19,18.25,18.3,18.1,17.8,17.6,17.25,17.45,16.9,16.6,16.05,15.3,15.05,14.95,14.8
7Yr,17.58,17.38,17.35,17.15,16.85,16.65,16.45,16.4,16.3,16.1,15.4,15.1,14.7,14.5,14.6
8Yr,17.2,16.75,16.65,16.45,16.25,16.1,15.9,15.75,15.6,15.4,15.05,14.55,14.25,13.95,13.85
9Yr,16.35,16.05,15.85,15.75,15.55,15.35,15.35,15.15,15,14.85,14.55,14.2,13.95,13.7,13.4
10Yr,15.8,15.4,15.5,15.18,15.05,15.2,14.8,14.8,14.6,14.4,14.3,13.5,13.05,13.1,13.2
15Yr,14.25,14.15,13.9,13.95,13.7,13.75,13.5,13.5,13.2,13.2,12.8,12.3,11.9,11.95,11.95
20Yr,12.8,13.15,13,12.9,12.85,12.7,12.55,12.45,12.3,12.15,11.75,11.15,10.95,10.85,10.85
25Yr,12.85,12.35,12.25,12.1,12.05,11.85,11.75,11.6,11.45,11.35,10.9,10.25,10.1,10.1,9.95
30Yr,12.4,11.85,11.7,11.55,11.45,11.25,11.15,11.15,10.9,10.8,10.4,9.8,9.75,9.65,9.5
