Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.252,0,0.252,0.252,0.999356
EDU11   ,0.40937,0,0.40937,0.35267,0.998533
EDZ11   ,0.53288,0,0.53288,0.42259,0.99719
EDH12   ,0.58074,0,0.58074,0.46901,0.995728
EDM12   ,0.62295,0,0.62295,0.50486,0.994162
EDU12   ,0.69953,0,0.69953,0.54082,0.992408
EDZ12   ,0.8255,0,0.8255,0.58417,0.990341
2 YR,0.6555,0,0.6555,0.65626,0.986964
3 YR,0.976,0,0.976,0.98004,0.971097
4 YR,1.3765,0,1.3765,1.3894,0.946122
5 YR,1.7775,0,1.7775,1.80592,0.914031
6 YR,2.131,0,2.131,2.17975,0.878027
7 YR,2.4247,0,2.4247,2.49585,0.840493
8 YR,2.6652,0,2.6652,2.75918,0.803079
9 YR,2.8655,0,2.8655,2.98214,0.766124
10 YR,3.031,0,3.031,3.16902,0.730214
11 YR,3.166,0,3.166,3.32325,0.695897
12 YR,3.289,0,3.289,3.46669,0.662034
15 YR,3.545,0,3.545,3.7702,0.571058
20 YR,3.736,0,3.736,3.99021,0.453761
25 YR,3.8301,0,3.8301,4.09426,0.363045
30 YR,3.883,0,3.883,4.14918,0.29167
40 YR,3.895,0,3.895,4.10409,0.196908
50 YR,3.8555,0,3.8555,3.95315,0.14124
