Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.465,0,3.465,3.465,0.991223
EDZ08   ,2.41442,0,2.41442,2.80926,0.989363
EDH09   ,2.26265,0,2.26265,2.6174,0.983737
EDM09   ,2.37005,0,2.37005,2.56481,0.977878
EDU09   ,2.52163,0,2.52163,2.56325,0.971685
EDZ09   ,2.7224,0,2.7224,2.59406,0.965043
EDH10   ,2.82738,0,2.82738,2.64072,0.958195
2 YR,2.805,0,2.805,2.80906,0.945811
3 YR,3.251,0,3.251,3.27257,0.907209
4 YR,3.5828,0,3.5828,3.61974,0.866325
5 YR,3.8425,0,3.8425,3.8959,0.824546
6 YR,4.0195,0,4.0195,4.08575,0.784527
7 YR,4.16575,0,4.16575,4.24526,0.745233
8 YR,4.263,0,4.263,4.3524,0.708605
9 YR,4.328,0,4.328,4.42192,0.674599
10 YR,4.373,0,4.373,4.46901,0.642762
11 YR,4.367,0,4.367,4.45257,0.61606
12 YR,4.394,0,4.394,4.48094,0.58756
15 YR,4.3695,0,4.3695,4.43107,0.518194
20 YR,4.293,0,4.293,4.30482,0.426634
25 YR,4.2645,0,4.2645,4.25662,0.348894
30 YR,4.2375,0,4.2375,4.20892,0.28666
40 YR,4.219,0,4.219,4.17372,0.191607
50 YR,4.177,0,4.177,4.0698,0.13339
