Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,46.5,48.8,44.6,41.95,40.7,37.35,34.65,31.85,29.8,27.75,25.3,24.1,24.8,22.7,23.1
3Mo,40.3,41.95,39.52,37.6,36.1,33.5,31.8,28.9,27.55,25.8,25,23.1,22.2,21.8,21.6
6Mo,40.1,37.58,35.1,33.6,32.1,30.35,28.65,26.6,25.8,24.4,23.3,21.85,21,20.6,20.4
9Mo,38,35.35,33,31.55,30.45,28.8,27.33,25.05,24.25,23.55,22.4,20.75,20.35,19.7,19.75
1Yr,35.42,32.33,30.9,29.4,27.88,27,25.55,24.6,23.4,22.35,21.3,20.2,19.4,19.3,19.1
2Yr,27.3,26,25.43,24.45,23.75,23.2,22.5,21.7,21.3,20.7,19.7,19.15,18.23,18,17.73
3Yr,24.2,23.67,22.8,22.25,21.65,21.02,20.55,20.4,21,19.25,18.65,17.9,17.5,17.3,16.95
4Yr,22.42,21.65,21.15,20.65,20.25,19.75,19.45,19.3,19.05,18.6,17.8,17.1,16.9,16.6,16.5
5Yr,20.2,19.9,19.48,19.13,18.9,18.55,18.25,18.2,18.05,17.7,17,16.3,16.2,16.05,15.9
6Yr,19.2,18.55,18.55,18.35,18.1,17.85,17.55,18.4,17.2,16.85,16.35,15.6,15.35,15.25,15.05
7Yr,17.93,17.7,17.55,17.4,17.4,17.05,17,16.7,16.5,16.4,15.65,15.15,14.9,14.75,14.7
8Yr,17.25,16.9,16.85,16.7,16.5,16.35,16.15,16,15.85,15.65,15.3,14.8,14.5,14.2,14.05
9Yr,16.4,16.3,16.1,16,15.9,15.6,15.6,15.35,15.25,15.05,14.8,14.45,14.1,14.35,13.65
10Yr,15.95,15.55,15.8,15.45,15.35,15.25,15.3,15.1,14.9,14.47,14.1,13.6,13.2,13.3,12.98
15Yr,14.3,14.25,14.15,14.1,14,13.9,13.8,13.7,13.5,13.4,12.85,12.1,11.9,11.9,11.8
20Yr,13,13.15,13.05,12.95,12.9,12.75,13,12.9,12.4,12.25,11.95,11.5,11.1,11.1,11.1
25Yr,12.7,12.35,12.25,12.15,12.05,11.9,11.75,11.65,11.5,11.4,11.2,10.9,10.45,10.6,10.55
30Yr,12.4,11.85,11.7,11.55,11.45,11.35,11.3,11.2,11.05,11,10.7,10.3,10.45,10.4,10
