Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,45.5,47.5,44.6,42.25,40.75,37.75,34.85,31.3,29.2,27.75,24.4,23.45,23.45,22.1,21.7
3Mo,42.6,44.28,41.25,38.55,36.3,34.1,31.9,29.3,27.9,26.2,24.8,22.8,21.95,21.7,21.4
6Mo,42.5,39.6,36.5,34.42,32.7,30.5,29.2,27,26,24.8,23.1,22.05,21.1,20.65,20.4
9Mo,39.7,36.95,34.4,32.45,30.9,28.65,27.25,25.85,25,24,22.9,21.3,20.5,20.2,19.9
1Yr,36.9,34.3,32.3,30.15,28.8,27.25,25.95,25.2,24.1,22.95,22,21.2,19.9,20.05,19.4
2Yr,28.88,27.7,26.7,25.8,24.65,23.8,23.1,22.6,22,21.15,20.55,19.4,18.75,19.15,18.4
3Yr,25.63,24.85,24.17,23.5,22.73,22.3,21.7,21.5,21,20.2,19.5,19.15,18.1,17.9,17.73
4Yr,23.32,22.75,22.4,21.8,21.15,20.65,20.5,20.1,19.8,19.4,18.5,18.15,17.1,17.55,17.1
5Yr,21.63,21,20.48,20.17,20.1,19.8,19.2,19.2,18.95,18.5,18,17,16.55,16.5,16.5
6Yr,20.2,19.5,19.5,19.3,18.95,18.7,18.35,18.4,18,17.65,17.1,16.35,16.05,15.95,15.8
7Yr,18.63,18.55,18.33,18.18,17.98,17.75,17.45,17.4,17.2,16.75,16.5,15.6,15.1,15.3,15.25
8Yr,18,17.65,17.55,17.4,17.2,17,16.85,16.65,16.55,16.3,15.95,15.45,15.2,14.9,14.8
9Yr,17.15,16.9,16.75,16.6,16.4,16.2,16.2,16,15.9,15.7,15.45,15.1,14.85,14.35,14.35
10Yr,16.57,16.6,16.18,16.3,15.9,16,15.63,15.7,15.5,15.05,14.8,14.35,13.78,13.8,13.5
15Yr,14.95,14.95,14.8,14.8,14.6,14.5,14.4,14.2,14.2,14.05,13.65,13.15,12.4,12.3,12.7
20Yr,13.45,13.65,13.55,13.45,13.4,13.25,13.1,13,12.9,12.75,12.35,11.85,11.6,11.35,11.15
25Yr,13.25,12.8,12.7,12.6,12.55,12.4,12.3,12.2,12.1,11.95,11.45,10.75,10.4,10.15,11.1
30Yr,13.05,12.5,12.35,12.25,12.1,11.95,11.8,11.7,11.5,11.3,10.7,9.9,9.55,9.4,9.3
