Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,43.3,45.25,42.7,40.5,39.1,35.8,33.8,31.4,29.4,27.4,25.3,23.85,24.3,22.6,22.7
3Mo,38.97,40.6,38.45,36.15,35.15,32.85,30.25,29.2,27.4,25.8,24.9,22.9,21.82,21.8,21.5
6Mo,38.2,35.95,33.55,32.25,31.3,29.33,27.9,26.2,25.25,24,23.3,21.5,20.7,20.5,20.2
9Mo,35.97,33.85,31.8,30.55,29.58,28.1,26.7,24.75,23.95,23.1,22.05,20.5,20.05,19.6,19.6
1Yr,33.9,31.5,29.55,28.35,27.6,26.4,25.2,23.65,22.7,21.95,21.15,20.1,19.27,19.2,18.75
2Yr,26.6,25.3,24.55,23.85,23.18,22.8,22.1,21.4,20.9,20.3,19.5,18.7,18.1,18.1,17.7
3Yr,23.57,22.95,22.45,21.88,21.5,20.73,20.27,20.15,19.9,19,18.5,18,17.27,17.35,16.8
4Yr,22.15,21.25,21,20.35,19.95,19.5,19.1,19,18.7,18.1,17.7,17.1,16.7,16.6,16.4
5Yr,20.4,19.57,19.3,19.3,18.67,18.43,18.3,18,17.7,17.25,16.9,16.3,16.1,15.8,15.48
6Yr,19.15,18.5,18.5,18.2,17.9,17.65,17.3,17.6,17,16.7,16.2,15.45,15.2,15.05,14.95
7Yr,17.88,17.63,17.6,17.5,17,16.8,16.8,16.5,16.4,15.95,15.6,15,14.57,14.7,14.6
8Yr,17.2,16.7,16.6,16.4,16.2,16.1,15.95,15.8,15.7,15.45,15.1,14.65,14.4,14.05,14.05
9Yr,16.15,15.9,15.75,15.65,15.6,15.35,15.4,15.2,15.05,14.9,14.65,14.35,14.05,13.7,13.65
10Yr,15.95,15.6,15.3,15.5,15.4,15.3,14.85,14.9,14.8,14.6,14.15,13.65,13.1,13.3,13.2
15Yr,14.25,14.3,14.2,14.1,14,13.85,13.8,13.6,13.45,13.3,12.8,12.1,11.9,11.8,11.8
20Yr,12.9,13.25,13.1,13,12.95,12.75,12.6,12.45,12.3,12.15,11.75,11.25,11.25,11.3,11
25Yr,12.7,12.15,12.5,11.9,12.3,11.7,11.6,11.55,12,11.4,11.05,10.55,10.5,10.4,10.55
30Yr,12.4,11.95,11.9,11.9,11.85,11.8,11.75,11.75,11.65,11.55,11.2,10.7,10.3,10.4,10.15
