Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.5075,0,3.5075,3.5075,0.991116
EDZ08   ,2.53437,0,2.53437,2.90836,0.988913
EDH09   ,2.40251,0,2.40251,2.73483,0.982944
EDM09   ,2.47976,0,2.47976,2.68113,0.976821
EDU09   ,2.56614,0,2.56614,2.66386,0.970525
EDZ09   ,2.68668,0,2.68668,2.66966,0.963979
EDH10   ,2.7264,0,2.7264,2.68904,0.957381
2 YR,2.789,0,2.789,2.79084,0.946077
3 YR,3.188,0,3.188,3.20289,0.908916
4 YR,3.4977,0,3.4977,3.52983,0.869392
5 YR,3.73395,0,3.73395,3.7805,0.829227
6 YR,3.8825,0,3.8825,3.93873,0.791341
7 YR,4.0168,0,4.0168,4.08482,0.753477
8 YR,4.1015,0,4.1015,4.17609,0.718294
9 YR,4.1535,0,4.1535,4.23204,0.685898
10 YR,4.1985,0,4.1985,4.28005,0.654758
11 YR,4.187,0,4.187,4.25805,0.629097
12 YR,4.212,0,4.212,4.28454,0.601268
15 YR,4.185,0,4.185,4.23472,0.533288
20 YR,4.12,0,4.12,4.12967,0.441474
25 YR,4.0705,0,4.0705,4.04985,0.366935
30 YR,4.0355,0,4.0355,3.99262,0.305445
40 YR,4.0255,0,4.0255,3.97995,0.206729
50 YR,4.013,0,4.013,3.95401,0.14118
