Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,50.6,51.35,48.4,46.55,45.3,42,40.23,38.7,36.7,34.55,31.4,31,28.6,28.2,27.5
3Mo,47.08,46.45,43.22,41.25,40.45,37.95,36.02,34.33,33.1,31.25,30.2,27.9,26.7,26.3,25.8
6Mo,44.67,41.1,38.75,36.73,35.8,33.65,32.45,30.7,29.8,28.55,27.25,25.35,24.35,24.25,23.7
9Mo,41.73,38.83,36.6,34.65,34.27,32.55,31.15,28.8,28.1,27.4,26.25,24.55,23.75,23.45,22.8
1Yr,38.6,36.15,34.3,32.6,32.05,30.45,29.35,27.35,26.55,25.77,24.85,23.65,23,22.6,22.3
2Yr,30.45,28.85,27.95,27.65,26.75,26.05,25.1,24.3,23.75,23.5,22.4,21.5,21,20.8,20.4
3Yr,26.2,26.05,25.48,24.75,24.45,23.55,23.05,22.55,21.5,21.63,21.1,20.3,20.1,19.7,19.27
4Yr,24.6,23.95,23.55,22.95,22.75,22.15,21.55,21.25,20.95,20.9,20.05,19.3,19.2,18.8,18.7
5Yr,22.45,22.05,21.9,21.3,20.93,20.9,20.6,20.3,19.95,19.7,19.15,18.6,18.4,18.1,18
6Yr,21.25,20.55,20.25,20.15,19.8,19.45,19.1,18.5,18.65,18.3,17.9,17.4,17.25,17.15,17
7Yr,19.9,20.1,19.23,19.15,18.95,18.65,18.45,18.05,17.85,17.42,17.45,17,16.4,16.45,16.5
8Yr,18.5,18.15,18.05,17.8,17.6,17.4,17.2,17.05,16.9,16.65,16.4,16.1,16,15.7,15.65
9Yr,17.5,17.2,17.05,16.9,16.75,16.5,16.5,16.3,16.15,16,15.85,15.65,15.5,15.3,15.1
10Yr,16.6,16.5,16.9,16.8,16.7,16.1,15.93,15.9,15.7,15.4,14.65,14.8,14.4,14.6,14.5
15Yr,15.1,14.9,14.85,14.8,14.75,14.6,14.5,14.4,14.2,14.05,13.75,13.4,13.1,13.1,13
20Yr,14.05,15,15,15,14.9,14.7,13.5,13.3,13.1,12.9,12.7,12.4,12.4,12.4,12.35
25Yr,13.75,13.8,13.2,13.1,13.8,12.9,12.8,12.7,12.7,12.6,12.3,11.9,11.7,11.7,11.7
30Yr,12.7,14.15,14.25,14.3,14.3,14.1,13.2,13.7,13.3,13.3,13,12.55,11.7,11.8,11.55
