Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,71.78,68.47,62.3,58.03,54.05,51.75,47.38,45.4,41.6,39.4,38.45,35.95,35.6,35.45,36.1
3Mo,68.45,63.5,55.25,50.55,48.42,44.55,42,39.6,37.5,35.77,33.8,32.3,30.85,32.1,31.05
6Mo,61.75,54.75,48.35,45.25,43.1,40.35,37.97,36.15,34.4,32.5,30.95,29.9,28.75,29,28.42
9Mo,55.23,47.55,44.05,41.27,39.88,36.45,35.05,33.35,32.35,30.75,29.83,28.45,27.45,27.4,26.93
1Yr,49.67,43,39.65,37.75,36.15,33.7,32.6,31.5,30,28.75,27.75,26.8,25.95,26,25.55
2Yr,34.65,32.65,31.65,30.73,29.75,28.52,27.8,27.15,26.5,25.55,24.8,24.3,23.75,24.1,23.8
3Yr,30.25,29.3,28.38,27.58,27,26.15,25.45,25.35,24.65,24.05,21.32,23.1,22.75,23,22.55
4Yr,27.35,26.55,25.83,25.25,24.75,24.27,23.8,23.7,23.4,22.77,22.45,22.4,21.93,22.1,21.55
5Yr,24.75,24.27,23.75,23.4,23.05,22.75,22.45,22.5,22.2,21.65,21.5,21.2,21.15,21.1,20.8
6Yr,23.3,22.75,22.6,22.25,21.95,21.75,21.45,21,21.2,20.85,20.7,20.55,20.4,20.25,19.8
7Yr,21.63,21.42,21.1,20.95,20.85,20.73,20.48,20.6,20.45,19.92,19.85,20,19.5,19.6,19.5
8Yr,20.3,20.05,20.05,19.95,19.85,19.75,19.65,19.55,19.5,19.3,19.3,19.35,19.25,18.75,18.35
9Yr,19.1,19.15,19.2,19.2,19.1,18.95,19,18.85,18.75,18.65,18.75,18.95,18.75,17.5,17.75
10Yr,18.6,18.75,18.73,18.73,18.67,18.55,18.45,18.6,18.4,18,17.9,17.8,17.2,17.4,17.05
15Yr,17.5,17.35,17.3,17.3,17.7,17.15,17.05,16.95,17.4,16.65,16.5,16.3,16,15.55,15.8
20Yr,17.5,16.7,17.8,17.7,17.7,17.5,17.2,16.8,16.7,16.7,16.15,15.4,15.3,14.75,15
25Yr,16.15,16.2,16.1,15.9,15.8,15.55,15.25,15,14.65,14.35,14.35,14.4,14.4,14.3,12.8
30Yr,15.5,14.5,14.35,15.7,14,13.45,13,12.75,12.45,12.2,11.95,11.6,11.65,11.55,11.3
