Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,101.43,81.3,94.9,74.7,60.67,54.55,55.98,52.45,49.9,50.23,44.95,43.65,43.5,43.45,43.8
3Mo,96.5,73.47,78.13,67.93,56.98,53.2,51.5,48.55,47.75,46.85,43.45,40.85,40.05,38.85,39.73
6Mo,82.53,66.03,68.93,60.17,52.42,48.8,47.35,45.2,44.05,43.3,42.55,37.65,36.45,35.63,35.55
9Mo,81.28,66.32,64.75,55.83,50.27,47.45,45.4,43.7,43,41.5,40.33,36.8,34.58,33.77,34.95
1Yr,76.3,64.75,60.17,52,48.33,45.38,43.77,42.2,41.55,40.4,38.1,35.65,34.4,33.8,33.92
2Yr,76.55,60.33,50.67,45.08,42.2,39.98,38.95,37.9,37.05,36.15,35.73,32.85,32.15,31.05,31.25
3Yr,56,46.35,42.15,39.15,37.4,35.95,34.95,34.85,34.2,33.08,32.75,31,30.07,29.65,29.33
4Yr,42.73,39.08,37.1,35.48,34.25,33.3,32.6,32.13,31.42,30.98,31.02,29.4,28.55,28.7,28.2
5Yr,37.25,35.3,33.9,32.77,31.98,31.27,30.9,30.02,30.3,29.98,29.38,28.5,27.85,27.55,27.35
6Yr,33.9,32.47,32.05,31.2,30.2,29.85,29.4,29.02,29.1,28.8,28.67,27.48,27.3,27.05,27
7Yr,31.3,30.52,29.83,28.9,28.25,28.2,27.75,27.8,27.8,27.85,27.2,26.3,25.9,25.9,26
8Yr,29.75,29.42,28.33,27.67,27.1,27.13,26.88,26.92,27.13,26.92,26.75,25.63,25.6,25.3,25.38
9Yr,27.93,26.98,26.82,25.95,26.07,26.15,25.88,25.57,25.5,25.77,25.5,24.83,24.75,22.45,24.35
10Yr,26.75,26.2,25.77,25.5,25.4,25.42,25.23,25.33,25.48,25.45,25.15,24.25,23.52,23.8,23.95
15Yr,24.3,24.5,24.5,24.45,24.35,24.45,24.23,24.3,24.38,24.2,23.4,22.55,22.1,22.45,22.5
20Yr,23.27,23.4,23.3,23.13,22.92,22.85,22.9,22.77,22.77,22.7,23.5,21.67,21.8,21.85,21.77
25Yr,22.9,22.75,22.75,22.75,19.88,22.65,22.75,22.85,22.95,22.95,20.35,22.75,21.73,20.23,20.13
30Yr,19.07,23.5,18.8,18.63,24.15,24.25,24.45,18.15,18.2,19.1,22.85,17.85,25.58,25.77,25.92
