Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.3875,0,2.3875,2.3875,0.993936
EDZ08   ,2.01963,0,2.01963,2.13276,0.992485
EDH09   ,1.90321,0,1.90321,2.0581,0.987734
EDM09   ,1.99105,0,1.99105,2.05313,0.982787
EDU09   ,2.14319,0,2.14319,2.08034,0.977492
EDZ09   ,2.37964,0,2.37964,2.13754,0.971647
EDH10   ,2.52041,0,2.52041,2.20668,0.965496
2 YR,2.386,0,2.386,2.39067,0.953582
3 YR,2.84125,0,2.84125,2.8588,0.918368
4 YR,3.22235,0,3.22235,3.25687,0.878539
5 YR,3.511,0,3.511,3.56321,0.837957
6 YR,3.722,0,3.722,3.78998,0.7983
7 YR,3.8765,0,3.8765,3.9575,0.760089
8 YR,3.987,0,3.987,4.07765,0.724024
9 YR,4.065,0,4.065,4.16205,0.690224
10 YR,4.1235,0,4.1235,4.22496,0.65807
11 YR,4.15,0,4.15,4.24957,0.629525
12 YR,4.184,0,4.184,4.28574,0.601183
15 YR,4.2055,0,4.2055,4.29407,0.528722
20 YR,4.1855,0,4.1855,4.24241,0.43188
25 YR,4.1835,0,4.1835,4.22712,0.351422
30 YR,4.1895,0,4.1895,4.23004,0.284854
40 YR,4.2015,0,4.2015,4.23979,0.186711
50 YR,4.1845,0,4.1845,4.18138,0.126266
