Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,32.02,37.05,34.8,32.9,31.7,29.8,27.98,27,25.2,23.82,23,21.8,20.8,19.7,19.4
3Mo,34.9,36.73,34.58,32.35,31.2,29.3,27.42,26.4,25,23.45,22.5,21,19.77,19.65,18.98
6Mo,35.73,34.13,31.75,30.35,29.35,27.4,25.9,24.55,23.75,22.6,21.6,20.2,19.05,18.9,18.6
9Mo,35.02,32.25,30.55,29.1,27.95,26.5,25.25,23.4,22.75,21.98,20.95,19.45,18.95,18.6,18.02
1Yr,33.8,30.5,29.1,27.5,26,25.1,23.85,23.1,21.9,21.07,20.25,19.2,18.3,18.3,17.77
2Yr,25.77,24.95,24.15,23.35,22.65,21.95,21.18,20.9,20.2,19.42,18.6,18,17.38,17.3,17.1
3Yr,22.95,22.5,21.85,21.25,20.8,20.18,19.73,19.55,19,18.48,17.95,17.4,16.9,16.7,16.5
4Yr,21.35,21.1,20.3,19.83,19.42,19.05,18.65,18.5,18.2,17.65,17.25,16.7,16.02,16.1,15.7
5Yr,19.9,19.5,18.95,18.57,18.3,18.05,17.65,17.6,17.4,16.85,16.55,15.85,15.45,15.6,15.4
6Yr,18.65,17.9,18,17.8,17.5,17.3,16.95,16.75,16.6,16.25,15.75,15.05,15,14.75,14.55
7Yr,17.3,17.13,16.95,16.85,16.65,16.45,16.4,16.1,16,15.55,15.2,14.8,14.5,14.3,14
8Yr,16.7,16.35,16.3,16.15,15.95,15.95,15.6,15.45,15.3,15.05,14.8,14.45,14.1,13.8,13.75
9Yr,15.85,15.6,15.5,15.4,15.25,15.05,15.05,15,14.7,14.65,14.45,14.15,13.8,13.55,13.35
10Yr,15.32,15.15,15,14.9,14.82,15,14.8,14.55,14.35,14.2,13.8,13.3,12.88,13.05,13
15Yr,13.75,13.75,13.9,13.7,13.6,13.5,13.4,13.25,13.1,12.95,12.65,12.25,12.1,12,11.8
20Yr,13.3,13.05,13,13.2,12.9,12.7,12.55,12.45,12.6,12.2,11.95,11.6,11.3,11.2,10.95
25Yr,12.6,12.25,12.5,12.4,12.15,12.05,11.95,11.9,12,11.9,11.5,11,10.65,10.8,10.1
30Yr,12.6,12,12.05,12.05,12,11.9,11.75,11.7,11.55,11.4,11,10.5,10.15,9.9,9.75
