Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,46.9,50.5,46.48,43.7,41.85,37.1,34.6,32.85,30.65,28.9,24.4,24.55,24.4,23,22.3
3Mo,43.4,45.75,42.45,39.65,37.7,35.1,32.55,30.05,28.8,27,25.2,23.5,22.8,22.3,21.65
6Mo,42,40.47,37.7,35.35,33.65,31.85,30,28.4,26.9,25.25,23.1,22.5,21.6,21.2,20.9
9Mo,40.6,37.75,35.45,33.42,31.52,29.95,28.42,26.5,25.6,24.6,23.45,21.8,21,20.65,20.35
1Yr,38,34.85,33.2,30.95,29.3,28.1,26.45,25.25,24.35,23.7,22.2,21.6,20.4,20.4,19.8
2Yr,29.2,28,27.1,26.07,25.3,24.5,23.52,23.1,22.4,21.8,20.65,20.3,19.1,18.8,18.7
3Yr,26.1,25.4,24.3,23.55,22.95,22.45,21.85,21.7,21,20.45,19.5,18.8,18.15,18.2,17.98
4Yr,23.8,23.4,22.7,22.2,21.5,21.3,20.63,20.4,20.1,19.5,18.65,18.2,17.6,17.75,17.4
5Yr,21.75,21.5,20.85,20.5,20.23,19.9,19.45,19.45,19.1,18.8,17.9,17.2,16.9,16.8,16.52
6Yr,20.85,19.95,19.9,19.65,19.3,19.05,18.65,18.4,18.25,17.9,17.35,16.55,16.25,16.1,16.05
7Yr,19.5,18.95,18.7,18.55,18.35,18.3,18.1,17.8,17.6,17.07,16.5,15.9,15.6,15.5,15.28
8Yr,18.3,17.9,17.8,17.6,17.4,17.2,17,16.85,16.7,16.5,16.1,15.6,15.3,14.95,14.95
9Yr,17.4,17.1,16.95,16.8,16.6,16.35,16.35,16.15,15.9,15.85,15.55,15.15,14.9,14.35,14.55
10Yr,16.7,16.6,16.6,16.5,16.15,16.05,15.85,16,15.7,15.5,15.1,14.1,14.1,14.15,14
15Yr,15.1,15,14.9,14.85,14.8,14.7,14.55,14.4,14.3,14.1,13.55,12.8,13.15,13.1,12.4
20Yr,13.65,13.8,13.65,13.55,13.5,13.35,13.2,13.1,13.4,12.85,12.5,12,11.7,11.7,11.8
25Yr,13.6,12.8,12.7,13.5,13.4,13.3,12.45,13.1,12.3,12.25,11.85,11.25,11.1,10.95,10.8
30Yr,13.35,12.85,12.85,12.75,12.7,12.65,12.55,12.5,12.35,12.2,11.7,10.95,10.7,10.5,10.25
