Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81875,0,2.81875,2.81875,0.992925
EDU08   ,2.80998,0,2.80998,2.85102,0.992792
EDZ08   ,2.88895,0,2.88895,2.87501,0.985594
EDH09   ,2.74726,0,2.74726,2.85667,0.978797
EDM09   ,2.82993,0,2.82993,2.86836,0.971845
EDU09   ,2.99196,0,2.99196,2.90193,0.96455
EDZ09   ,3.23837,0,3.23837,2.96055,0.956718
2 YR,3.1355,0,3.1355,3.14076,0.939575
3 YR,3.432,0,3.432,3.44677,0.902558
4 YR,3.6345,0,3.6345,3.65796,0.864851
5 YR,3.785,0,3.785,3.81692,0.82766
6 YR,3.9105,0,3.9105,3.95148,0.790747
7 YR,4.0165,0,4.0165,4.06683,0.754408
8 YR,4.1025,0,4.1025,4.1615,0.719281
9 YR,4.1725,0,4.1725,4.23937,0.685535
10 YR,4.231,0,4.231,4.30512,0.652998
11 YR,4.293,0,4.293,4.37745,0.620987
12 YR,4.33,0,4.33,4.41894,0.591851
15 YR,4.428,0,4.428,4.53401,0.510427
20 YR,4.517,0,4.517,4.63889,0.399644
25 YR,4.549,0,4.549,4.66828,0.315481
30 YR,4.563,0,4.563,4.67496,0.249986
40 YR,4.57,0,4.57,4.65592,0.158655
50 YR,4.571,0,4.571,4.63516,0.101139
