Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,76.9,74.85,65.45,60.77,53.67,49.73,52.15,50.3,48.1,48.83,47.2,45.9,45.15,44.22,44.88
3Mo,81.72,75.85,66.4,57.05,53.55,51.75,51.33,49.38,48.63,48.17,46.53,45.1,44.42,43.27,44.48
6Mo,79.35,78,63.05,56.75,53,50.63,49.75,48.23,47.33,46.53,44.98,43.63,42.85,42.47,43.05
9Mo,81.4,75.1,61.52,55.22,51.58,49.25,48,46.83,45.92,44.3,43.13,42.2,41.75,41.38,41.42
1Yr,82.45,71.82,59.4,53.95,50.4,47.75,46.45,44,44.48,43.65,42.17,40.8,40.65,40.08,40
2Yr,76.4,60.63,51.85,47.4,45.15,43,41.8,40.45,39.6,39.35,38.08,36.8,37.08,36.55,36.9
3Yr,57.88,48.7,43.92,41.15,39.7,38.63,37.4,37.08,36.38,35.8,34.83,34.15,34.58,33.67,34.03
4Yr,44.65,40.98,38.5,37.13,36.2,35.7,34.75,33.8,33.95,33.67,33.02,32.7,32.73,31.82,32.15
5Yr,38.55,36.53,35.75,34.83,34.15,33.83,33.13,32.75,32,32.5,32.08,31.73,31.92,31.05,31.7
6Yr,35,34.25,33.25,32.63,32.08,31.75,30.95,30.9,30.5,30.73,30.65,30.9,30.7,30.52,30.05
7Yr,33.3,32.9,32.2,31.6,31.08,30.88,30.68,30.42,29.9,31.08,30.42,29.83,30.23,29.73,29.95
8Yr,31.93,31.23,30.7,30.17,29.75,29.75,29.68,29.17,29.05,29.5,29.25,29.23,29.13,28.95,28.58
9Yr,30.73,30.07,29.83,29.35,29.1,29.2,29.05,28.7,29.38,29.08,28.9,28.95,28.6,28.9,27.98
10Yr,30,29.6,29.27,29.02,28.52,29.05,29.13,29.07,29.18,29.35,28.85,28.4,28.23,27.4,27.75
15Yr,28.23,28.48,28.6,28.7,28.55,28.55,28.92,29.02,29.07,28.93,28.3,27.55,26.93,26.98,26.92
20Yr,27.4,27,27.15,27.3,27.27,27.18,27.23,27.1,27.1,26.25,25.98,25.8,25.55,25.68,25.93
25Yr,26.4,26.32,26.6,26.15,25.95,26.73,26.4,26.45,26.55,26.6,26.2,25.88,25.58,25.82,25.95
30Yr,26.35,26.2,26.38,26.63,26.92,27.02,26.7,26.9,26.92,27.1,26.58,26.1,25.75,25.88,28.7
