Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,71.55,68.95,58.75,53.95,51.4,48.35,45.65,43,41.3,40.95,42.5,41.95,44.3,42.25,46.08
3Mo,69.15,60.05,52.8,48.7,46.6,43.75,41.25,39.15,37.7,36.85,38.45,35.7,35,35.8,35.25
6Mo,60.45,53.13,46.38,42.45,40.35,38.15,36.35,34.85,33.8,33.05,33.95,32,33.55,31.4,33.75
9Mo,56.33,47.13,42.25,39.1,37.45,35.5,33.8,32.75,32.05,31.25,31.25,31.25,31.7,31.9,31.65
1Yr,49.35,41.4,37.6,35.2,34.05,32.25,31.3,30.05,29.35,28.95,29.6,28.6,29.35,27.95,29.45
2Yr,33.05,30.7,29.3,28.7,27.77,27.25,26.7,25.7,25.7,25.55,25.85,25.15,26.15,25,26.25
3Yr,27.15,26.4,26.1,25.35,25.13,24.85,24.35,24.15,24.4,23.95,23.88,23.8,24.7,23.95,24.9
4Yr,23.95,23.88,23.33,23.2,23.13,22.75,22.65,22.5,22.3,22.55,23.05,22.8,22.25,22.6,22.15
5Yr,22.85,21.9,21.9,21.8,21.55,21.5,21.55,21.2,21.15,21.5,22.1,21.77,22.05,21.5,22.2
6Yr,20.45,20.25,20.6,20.7,20.8,20.9,20.8,20.85,20.95,20.8,20.85,21,20.9,21.95,21
7Yr,19.85,19.75,19.5,19.65,20.05,20.15,20.15,20,20.25,20.05,20.35,19.75,20.05,19.5,20.25
8Yr,19.45,18.55,18.9,19.2,19.4,19.5,19.55,19.6,19.65,19.5,19.6,19.8,19.75,20.45,19.4
9Yr,18,17.9,18.3,18.6,18.8,18.8,19,18.95,18.95,18.85,18.95,19.2,19.1,18.95,18.8
10Yr,17.25,17.88,18.18,18.4,18.65,18.6,18.55,18.55,18.5,18.25,17.88,17.35,17.65,17,17.65
15Yr,17.65,17.8,17.9,17.98,17.85,17.6,17.4,17.15,16.9,17.15,16.63,15.9,15.8,15.65,15.5
20Yr,16.25,16.15,15.57,16.15,16.2,15.95,15.58,14.9,14.75,14.7,14.43,14.07,13.72,14.25,13.63
25Yr,15.4,15.4,15.5,15.5,15.6,15.45,15.25,14.8,15.2,14.55,14.3,13.95,13.8,13.7,14.4
30Yr,15.4,15.45,15.25,15.6,15.1,14.95,14.8,14.7,14.55,14.4,14.3,14.15,14.2,14.3,14.4
