Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,96.25,80.5,79.85,68.6,62.4,60.5,60.88,59.5,58.55,58.95,55.15,57.2,54.65,55,55.95
3Mo,91.55,77.63,72.35,64.75,60.6,58.72,56.7,55.85,55.42,54.23,51.85,52.13,49.6,50.83,51.08
6Mo,89.4,71.97,66.1,61.05,57.17,54.42,52.63,51.15,50.4,49.22,48.13,45.98,44.2,44.98,45.25
9Mo,88.6,70.43,63.1,57.38,54.35,51.17,49.5,48.63,47.85,46.58,45.65,42.72,41.88,41.85,42.38
1Yr,83.82,66.92,59.77,54.52,51.33,48.65,47.2,45.8,45.38,44.13,42.67,40.27,39.35,39.63,39.85
2Yr,71.22,56.4,49.25,45.67,43.98,42.3,41.08,40.6,39.85,38.67,38.65,36.1,35.4,35.08,35.23
3Yr,55.15,47.13,42.88,40.42,38.98,38,36.92,36.77,36.03,35.13,35.35,33.65,32.9,32.85,32.77
4Yr,43.58,39.97,37.75,36.35,35.42,35.08,34.15,33.95,33.55,32.98,33.77,32.15,31.35,31.48,30.9
5Yr,38.25,36.42,35.2,34.35,33.63,33.3,32.6,32.6,32.27,31.82,32.4,31.15,30.35,30.43,30.55
6Yr,34.8,34.08,33.42,32.77,32.25,31.92,31.55,31.4,31.3,31.2,30.88,30.32,29.9,29.8,29.4
7Yr,33.25,32.75,31.98,31.25,30.67,30.95,30.55,30.4,30.6,30.35,31.1,29.35,28.9,28.88,28.6
8Yr,32.2,32,30.92,30.3,29.9,29.9,29.85,29.9,30,29.9,29.6,29,28.52,28.35,28.15
9Yr,31.25,30.38,29.73,29.75,29.13,29.27,28.92,29.45,29.27,29.45,29.07,28.55,28.05,28.15,27.75
10Yr,29.8,29.38,29.2,28.7,28.52,28.58,29.05,28.92,29,28.73,29.25,28.02,27.15,27.1,26.75
15Yr,28.45,28.4,28.35,28.32,28.3,28.33,28.2,28.3,29,28.05,27.5,27.15,26.35,25.93,25.83
20Yr,26.4,26.4,26.4,26.4,26.4,26.4,26.52,26.3,27,26.75,27.42,25.5,25.3,25.43,25.75
25Yr,25.83,25.63,25.55,25.52,25.42,25.38,25.55,25.75,27,27.5,26.18,26.8,26.82,27.52,28.8
30Yr,25.8,26.15,26.15,26.18,26.15,26.23,25.95,25.75,26.02,26.08,27.3,26.52,27.27,27.52,29.65
