Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,97.75,74.1,67.47,60.02,55.48,51.9,53.83,52.47,51.3,52.2,49.65,48.9,50.33,50.8,51.63
3Mo,84.97,71.95,62.27,57.42,54.48,51.75,50.88,50.13,49.7,49.58,48.28,47.73,46.83,47.1,47.05
6Mo,78.65,65.4,57.42,54.65,52.58,49.13,48.15,47.15,46.9,46.35,46.35,44.1,43.7,43.58,44.33
9Mo,76.32,62.98,55.02,52.05,49.1,46.7,45.7,45.23,44.55,43.95,43.33,41.52,41.17,41.13,42.25
1Yr,73.6,59.45,52.9,49.42,46.78,44.9,43.92,43.55,43.08,42.05,41.08,39.4,39.48,39.95,40.13
2Yr,61.08,50.08,44.55,41.88,40.98,40.08,38.95,38.48,37.88,37.48,37.8,35.83,35.38,35.42,35.8
3Yr,48.58,43.15,39.52,37.88,36.92,36.17,35.5,35.65,35.23,34.33,34.75,33.58,33.08,33.27,33.1
4Yr,40.2,37.42,35.98,34.92,34.17,34,33.6,33.2,32.9,32.55,33.25,32.25,31.67,31.85,31.67
5Yr,35.58,34.7,33.85,33.17,32.77,32.6,32.3,32.15,31.88,31.88,32.05,31.1,30.73,30.88,31.2
6Yr,33.55,33.2,32.63,32.25,31.85,31.48,31.18,30.9,31.1,31.1,30.98,30.6,30.38,30.3,30.3
7Yr,32.6,31.85,31.52,30.98,30.4,30.2,30.32,30.35,30.55,30.7,30.85,29.75,29.38,29.65,29.75
8Yr,31.55,31.6,31.07,30.25,30.15,30.07,30.05,29.95,30.05,30.15,30.05,29.52,29.3,29.23,29.02
9Yr,31.42,30.9,30.35,29.98,29.77,29.85,29.65,29.85,29.95,30.05,29.83,29.33,29.13,29.45,28.5
10Yr,29.75,29.4,29.48,29.17,29.25,29.25,29.23,29.48,29.5,29.55,29.45,28.7,27.75,27.67,27.73
15Yr,29.15,29.15,29.25,29.23,29.17,29.1,29.85,29.38,29.43,30.4,28.68,28.38,27.95,27.85,27.57
20Yr,27.55,27.57,27.67,27.95,27.7,27.77,28.15,28.1,28.25,28.3,28.55,27.2,26.43,26.67,26.93
25Yr,27.82,27.7,27.73,27.7,27.67,27.67,27.67,27.7,27.65,27.65,27.77,27.45,27.48,27.5,27.8
30Yr,27.43,27.42,27.4,27.5,27.55,27.73,27.88,27.73,27.88,27.82,27.58,27.38,27.75,28.05,29.3
