Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,31.83,38.05,34.45,32.55,31.15,29.15,27.45,26.4,24.6,23.3,22,20.1,20.3,18.9,18.9
3Mo,36,37.6,34.5,32.58,31.4,29.05,27.35,25.8,24.7,23.05,22,20.75,19.58,19.3,18.88
6Mo,35.65,34.2,31.6,30.08,29,26.95,25.45,24.3,23,21.9,21,19.7,18.8,18.55,18.2
9Mo,34.6,32.35,30.25,28.7,27.2,25.95,24.65,23,22.4,21.4,20.4,19,18.5,18.15,18
1Yr,33.1,30.25,28.75,27.3,26,24.7,23.35,22.6,21.5,20.65,19.85,18.8,17.95,18,17.5
2Yr,25.95,25.05,24.05,23.25,22.42,21.45,21,20.6,20,19.5,18.65,17.8,17.3,17.4,16.9
3Yr,22.92,22.38,21.8,21.13,20.55,20.2,19.48,19.4,18.6,18.25,17.8,17.2,16.6,16.4,16.3
4Yr,21.13,21,20.3,19.58,19.4,18.7,18.35,18.3,18,17.35,17.05,16.35,16.1,15.85,15.8
5Yr,19.4,19,18.6,18.6,18,17.8,17.42,17.4,17.1,16.9,16.3,15.75,15.28,15.4,15.3
6Yr,18.25,17.65,17.7,17.55,17.2,17.05,16.8,16.25,16.35,16,15.5,14.85,14.7,14.55,14.45
7Yr,17,16.8,16.9,16.8,16.35,16.18,16.2,15.9,15.8,15.32,15.05,14.5,14.1,14.2,14.2
8Yr,16.3,15.95,15.9,15.9,15.65,15.5,15.35,15.25,15.05,14.85,14.55,14.1,13.9,13.6,13.6
9Yr,15.35,15.25,15.2,15.15,15,14.8,14.8,14.6,14.45,14.3,14.1,13.8,13.6,12.95,13.2
10Yr,15.4,15.3,14.88,14.8,14.68,14.9,14.7,14.4,14.25,14.2,13.7,13.2,12.8,13,13
15Yr,13.55,13.55,13.5,13.7,13.45,13.3,13.4,13.05,12.9,12.75,12.4,11.9,11.9,11.75,11.7
20Yr,12.5,12.85,12.75,12.7,12.65,12.5,12.9,12.7,12.15,12,11.65,11.15,11.05,10.9,10.8
25Yr,12.6,12.6,12.2,12.1,12.4,11.95,11.85,11.8,11.7,11.6,11.35,11,10.35,10.7,10
30Yr,12.5,12.4,12.35,12.25,12.05,11.95,11.95,11.9,11.9,11.45,10.95,10.2,9.9,9.8,9.6
