Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81188,0,2.81188,2.81188,0.992711
EDU08   ,2.82729,0,2.82729,2.88498,0.990892
EDZ08   ,2.95362,0,2.95362,2.92006,0.983548
EDH09   ,2.90183,0,2.90183,2.93759,0.976386
EDM09   ,3.01441,0,3.01441,2.97387,0.969003
EDU09   ,3.22139,0,3.22139,3.03015,0.961176
EDZ09   ,3.50778,0,3.50778,3.10944,0.952728
2 YR,3.274,0,3.274,3.28012,0.936917
3 YR,3.621,0,3.621,3.63887,0.897462
4 YR,3.85,0,3.85,3.8783,0.857575
5 YR,4.013,0,4.013,4.05065,0.818314
6 YR,4.1545,0,4.1545,4.20306,0.779136
7 YR,4.273,0,4.273,4.33268,0.740605
8 YR,4.37,0,4.37,4.44042,0.703739
9 YR,4.45,0,4.45,4.53032,0.668192
10 YR,4.505,0,4.505,4.59142,0.635114
11 YR,4.574,0,4.574,4.67294,0.601631
12 YR,4.621,0,4.621,4.72741,0.570668
15 YR,4.7185,0,4.7185,4.84115,0.48796
20 YR,4.82,0,4.82,4.96448,0.375021
25 YR,4.8465,0,4.8465,4.98134,0.292269
30 YR,4.86,0,4.86,4.98535,0.228229
40 YR,4.8835,0,4.8835,5.00237,0.138538
50 YR,4.879,0,4.879,4.95492,0.08653
