Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,117.55,79.8,71.65,58.95,52.85,44.7,39.5,35.1,32.98,32.02,28.9,27.9,25.2,24.8,24.6
3Mo,86,69.88,64.72,54.85,48.35,41.65,37.2,34.3,32.3,30.73,28.95,26.7,25.1,24.6,24.07
6Mo,79.43,67.97,60.13,50.65,45.33,39.47,35.92,33.6,31.95,30.42,28.6,26.5,25.13,24.55,23.88
9Mo,80.08,66.1,56.08,46.95,42.15,37.9,34.85,32.95,31.3,29.92,28.48,26.3,24.95,24.55,23.85
1Yr,78,64.38,52.63,44.35,39.85,36.13,33.6,32.23,30.85,29.58,27.75,26.3,24.88,24.45,23.95
2Yr,57.9,47.25,40.25,35.65,33.15,30.88,29.43,28.55,27.55,26.88,25.65,24.15,23.3,23.08,22.7
3Yr,39.67,34.88,31.52,29.7,28.38,27.35,26.33,25.98,25.35,24.82,23.75,22.85,22.18,22.02,21.6
4Yr,30.7,28.65,27.13,26.15,25.38,24.85,24.1,23.8,23.5,23.15,22.6,21.52,21,20.93,20.55
5Yr,26.38,25.52,24.68,24.05,23.48,23.27,22.6,22.52,22.4,21.95,21.45,20.43,20,19.9,19.65
6Yr,24.3,23.67,23.15,22.63,22.27,21.93,21.55,21.4,21.32,21.13,20.52,19.63,19.32,19.1,19
7Yr,22.8,22.35,21.67,21.58,21.15,20.93,20.6,20.5,20.4,20.27,20.05,18.98,18.55,18.57,18.32
8Yr,21.3,21.27,20.98,20.63,20.3,20.18,19.9,19.95,19.93,19.85,19.13,18.05,18.15,17.9,17.8
9Yr,20.65,20.48,20.17,19.9,19.63,19.38,19.18,19.13,19.2,19.18,18.68,17.95,17.77,17.55,17.33
10Yr,19.85,19.7,19.45,19.23,19.02,18.83,18.77,18.88,18.85,18.88,18.25,17.2,16.95,16.88,16.75
15Yr,17.4,17.5,17.38,17.4,17.3,17.02,16.88,16.85,16.9,16.68,16.07,15.2,15,14.78,14.7
20Yr,16.5,16.4,16.48,16.1,15.9,16.02,15.85,15.68,15.63,15.68,15.15,14.35,14.15,14.05,14
25Yr,16.05,15.9,15.8,15.75,15.55,15.15,15.05,14.95,15.15,14.77,15.1,15.6,13.65,13.57,13.35
30Yr,14.78,14.48,14.32,14.05,14.28,13.82,13.72,13.53,13.57,14.07,15.1,16.65,13,12.78,16.65
