Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,35.55,40.6,37.2,35.2,33.9,31.6,29.6,27.8,26,24.25,25,21.1,21.8,20.2,20.3
3Mo,37.1,38.3,35.4,33.7,32.42,30.5,28.5,26.9,25.45,23.9,22.8,21.5,20.3,20.25,19.8
6Mo,37.05,35.15,32.6,31.1,30,28.2,26.6,25.1,23.9,22.33,21.85,20.3,19.4,19.2,19
9Mo,35.5,33.35,31,29.5,28.35,26.75,25.35,23.65,22.9,21.95,20.95,19.55,18.95,18.65,18.55
1Yr,33.9,31.4,29.4,27.9,26.45,25.3,24.1,22.6,22.1,21.3,20.15,19.35,18.5,18.35,18.1
2Yr,26.9,25.48,24.9,24,23.1,21.8,21.25,20.75,20.3,19.5,18.95,18.15,17.5,17.35,16.85
3Yr,23.7,23,22.3,21.5,21,20.25,19.9,19.5,19.3,18.4,17.85,17.2,16.7,16.6,16.2
4Yr,21.45,21.2,20.5,20,19.6,18.9,18.48,18.5,18.1,17.8,17.1,16.45,16.25,16,15.9
5Yr,19.85,19.15,18.85,18.55,18.25,17.95,17.65,17.6,17.3,16.8,16.5,15.85,15.43,15.5,15.15
6Yr,18.7,18,18,17.75,17.45,17.2,16.9,17,16.55,16.2,15.7,15.05,14.8,14.75,14.7
7Yr,17.3,17.15,16.85,16.75,16.52,16.35,16.4,16.1,16,15.55,15.3,14.9,14.25,14.35,14.1
8Yr,16.65,16.25,16.2,16.05,15.85,15.7,15.55,15.4,15.25,15.05,14.75,14.3,14.1,13.85,13.85
9Yr,15.7,15.5,15.45,15.35,15.2,15,15,14.8,14.65,14.5,14.3,14,13.75,13.5,13.45
10Yr,15.7,15.4,15.4,15,15.1,15,14.6,14.55,14.35,14.3,13.95,13.3,13.2,13.1,13
15Yr,13.7,13.65,13.6,13.6,13.6,13.45,13.5,13.2,13.05,12.9,12.55,12.05,11.9,11.8,11.9
20Yr,12.65,13,12.95,12.85,12.8,12.65,13,12.4,12.7,12.15,11.8,11.35,11.3,11.1,10.95
25Yr,12.6,12.35,12.25,12.2,12.15,12.05,12,11.95,11.9,11.8,11.4,10.8,10.55,10.3,10.1
30Yr,13.1,12.65,12.6,12.55,12.5,12.4,12.3,12.25,12.1,11.9,11.3,10.5,10.15,9.95,9.75
