Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,116.9,116.63,96,87.05,81.45,83.5,79.3,68.95,67.63,74.55,77.42,81.8,85.15,76.15,88.82
3Mo,110.55,102.4,89.65,82.55,78.25,74.95,71.9,64.4,63.2,69.9,59.3,63.75,75.2,79.7,81.65
6Mo,100.6,90.2,79.25,73.15,69.75,67.05,64.8,59.3,58.53,62.4,61.6,66.4,68.7,70.8,72.3
9Mo,91.6,80.05,71.8,66.7,64.38,61.63,60.08,58,57.25,59.5,59.3,59,62.1,61.55,66.7
1Yr,82.35,69.15,63.85,59.7,58.35,56.15,55,52.25,52.08,54.7,53.2,52.2,58.1,55.05,60.25
2Yr,53.45,50.85,48.8,48.8,48.35,47.7,47.65,45.05,44.65,48.2,49.23,50.8,52.15,53.8,54.42
3Yr,45.7,43.85,44.23,43.65,44.2,44.35,45.25,46,36.2,45.7,30.8,48.35,49.92,51.3,50.85
4Yr,39.4,40.2,40.2,40.7,41.85,42.3,43.1,39.23,38.88,43.9,38.95,40.85,47.55,41.17,48.27
5Yr,39.15,37.85,38.3,39.3,40.95,41.4,41.3,41.9,42.5,42.9,32.9,44.9,45.95,41.7,46.5
6Yr,36.45,36.85,37.75,38.45,39.6,40,39.25,30.75,40.65,40,40.4,41.1,43.3,46.85,31.5
7Yr,34.5,35.9,38.3,39.1,39.5,39.4,39.6,35.95,40.7,41.95,40.25,41.75,43,44.1,41.73
8Yr,35.7,35.2,36,36.7,37.9,37.9,37.85,38.7,38.55,38.55,38.95,39.65,40.05,41.55,28.2
9Yr,34.55,34.8,35.5,36.8,36.85,37.5,37.65,38.4,37.3,38.45,38.75,39.2,39.8,28,37.8
10Yr,34.25,33.95,35.25,36.97,37.7,39.42,37.95,31.38,31.18,38.4,27.7,36.6,38.9,39.05,36.3
15Yr,35.75,40.8,36.25,27.8,34.45,35.75,39.5,36,38.88,31.23,24.05,24.45,24.1,36,24.6
20Yr,31.7,31.45,29.35,32.8,33.2,33,32,25.38,25.35,23.52,31.3,23.6,23.5,20.5,23.4
25Yr,23.95,42.3,43.4,37.1,39.8,37.1,38.4,23.2,23,18.6,33.2,22.4,23.4,22.3,19.7
30Yr,35.5,30.05,28.95,27.95,27.25,26.55,25.9,26.95,24.95,24.6,24.6,24.65,25.2,25.35,25.3
