Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,31.9,36.9,34.35,33.2,32.45,30.5,28.9,27.4,26.3,24.9,23.5,21.45,20.32,20.4,20.2
3Mo,34.25,36.75,34.48,33.35,32.4,30.4,28.8,27.3,25.9,24.7,23.3,21.9,20.67,20.6,20.1
6Mo,36.9,36.05,33.6,32.25,31.25,29.55,28,26.55,25.35,24.15,22.2,21.6,20.4,20.45,20
9Mo,37.08,34.6,32.45,31.05,29.9,28.45,27.05,25.55,24.75,23.8,22.7,21.15,20.27,20.2,19.58
1Yr,36.13,32.85,31,29.55,28.25,27.05,25.83,24.7,23.9,23.02,22.05,20.9,20,19.95,19.7
2Yr,28.6,27.38,26.7,25.5,25,24.1,23.4,22.8,22.25,21.5,20.5,19.6,19.1,19.1,18.7
3Yr,25.15,24.57,23.8,23.3,22.8,22.3,21.48,21.35,20.85,20.4,19.6,19.1,18.4,18.2,17.85
4Yr,23.45,22.45,22.2,21.45,21.02,20.63,20.1,20,19.75,19.1,18.6,18,17.45,17.5,17.07
5Yr,20.95,20.9,20.3,20.2,20,19.6,19.3,19,18.7,18.4,17.8,17.2,16.9,16.8,16.4
6Yr,20.1,19.4,19.4,19.2,18.95,18.55,18.1,17.95,17.85,17.55,17.05,16.3,16.1,16,15.8
7Yr,18.6,18.35,18.35,18.15,17.85,17.65,17.35,17.3,17.25,17,16.45,15.85,15.6,15.5,15.13
8Yr,17.95,17.6,17.55,17.35,17.15,16.95,16.7,16.55,16.45,16.2,15.9,15.45,15.3,14.95,14.85
9Yr,17,16.85,16.65,16.55,16.4,16.15,16.15,15.9,15.8,15.65,15.45,15.15,14.95,14.65,14.4
10Yr,16.7,16.15,16.4,16,15.88,16,15.65,15.6,15.4,15.2,14.8,14.35,14.1,14.05,14
15Yr,14.8,15.1,14.6,14.7,14.65,14.5,14.35,14.3,14.05,13.9,13.6,13.15,12.8,12.8,12.7
20Yr,13.85,13.8,13.7,13.55,13.55,13.4,13.25,13.15,13,12.85,12.55,12.1,11.9,11.9,11.8
25Yr,13.05,13,12.95,12.8,13.7,12.65,13.4,13.3,13.2,13,12.3,11.3,11.2,11.2,11.05
30Yr,12.3,12.25,12.15,12.05,12.05,11.85,11.75,11.7,11.55,11.45,11.25,11.05,11.05,10.9,10.6
