Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81375,0,2.81375,2.81375,0.992938
EDU08   ,2.8149,0,2.8149,2.85348,0.992004
EDZ08   ,2.94381,0,2.94381,2.90112,0.984677
EDH09   ,2.86706,0,2.86706,2.91413,0.977592
EDM09   ,2.96967,0,2.96967,2.94625,0.970308
EDU09   ,3.15166,0,3.15166,2.99564,0.962639
EDZ09   ,3.42304,0,3.42304,3.06842,0.954381
2 YR,3.2355,0,3.2355,3.2414,0.937548
3 YR,3.545,0,3.545,3.56118,0.899431
4 YR,3.758,0,3.758,3.78377,0.860762
5 YR,3.9035,0,3.9035,3.93722,0.822877
6 YR,4.044,0,4.044,4.08873,0.784389
7 YR,4.159,0,4.159,4.2144,0.746552
8 YR,4.252,0,4.252,4.31745,0.710462
9 YR,4.3275,0,4.3275,4.40199,0.675784
10 YR,4.3915,0,4.3915,4.47458,0.642412
11 YR,4.447,0,4.447,4.53847,0.610393
12 YR,4.4945,0,4.4945,4.5937,0.579617
15 YR,4.597,0,4.597,4.71477,0.497078
20 YR,4.6845,0,4.6845,4.81651,0.386012
25 YR,4.7205,0,4.7205,4.85197,0.301602
30 YR,4.731,0,4.731,4.85018,0.237412
40 YR,4.7315,0,4.7315,4.8135,0.149122
50 YR,4.72,0,4.72,4.75322,0.095483
