Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,63.52,58.35,55.05,47.4,42.08,40.67,44.08,41.55,42.75,43.9,44.6,42.6,41.25,41.55,42.6
3Mo,69.57,59.73,54.1,48.85,45.33,46.15,46.38,45.8,46.15,45.73,44.35,43.85,42.5,43.13,43.78
6Mo,69.43,61.67,53.7,49.15,46.52,46.27,46.48,46.17,46.28,45.85,45.6,43.6,42.7,42.92,43.45
9Mo,69.72,61.03,52.27,48.58,46.22,45.65,45.5,45.38,45.42,44.7,44.2,42.6,42.13,41.95,42.2
1Yr,69.7,58.1,50.3,47.7,45.5,44.85,44.63,44.47,44.28,43.75,41.83,41.48,40.83,40.8,40.9
2Yr,68.22,55.88,49.2,45.55,43.45,42.02,41.42,41.22,40.52,39.67,39.2,36.98,37.27,36.75,36.9
3Yr,55.1,47.75,43.6,41.65,40.35,38.95,38.4,38.08,37.3,36.45,36.42,34.95,34.88,34.2,34.38
4Yr,45.97,41.95,39.85,38.42,37.63,36.73,35.95,35.48,34.73,34.7,34.55,33.47,33.45,33,33.05
5Yr,39.9,38.25,37.23,36.52,35.75,35.13,34.45,33.95,33.5,33.63,33.4,32.5,32.75,32.2,32.45
6Yr,36.72,35.88,35.1,34.4,33.1,33.17,32.7,31.98,31.88,31.7,32.58,31.67,31.48,31.25,31.18
7Yr,35.6,34.98,34.1,33.23,32.58,32.13,31.93,31.5,31.4,32.15,32,31.05,31.07,30.52,30.42
8Yr,33.73,33.42,32.42,31.75,31.18,31.07,30.93,30.27,30.38,30.38,30.93,30.4,29.95,29.85,29.75
9Yr,32.85,31.8,31.3,30.73,30.45,30.45,30.3,29.85,30.5,30.13,30.45,29.88,29.5,29.25,29.27
10Yr,31.1,30.7,30.5,30.2,29.88,30.18,30.2,30.1,30.27,30.73,30.25,29.25,29.08,28.63,28.83
15Yr,30.1,30.15,30.35,30.35,30.55,30.55,30.5,30.55,30.6,30.4,28.98,28.45,27.75,28.23,28.2
20Yr,28.85,28.8,28.77,28.75,28.38,28.73,28.58,28.13,28.02,28,28.45,26.75,26.82,26.8,27.02
25Yr,27.88,27.77,27.8,27.85,27.93,27.88,27.85,27.85,27.45,27.55,27.73,26.73,26.5,26.57,26.55
30Yr,27.55,27.7,27.4,27.8,28.23,28.27,28.23,28.13,28.25,28.32,27.23,27.35,26.9,26.68,27.52
