Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,104.4,93.2,79.75,73.75,68.35,63.05,58.5,53.2,50.05,47.8,47.45,47,46.6,48.8,47
3Mo,99.25,83.7,70.85,64,59.05,54.75,51,48.1,44.4,42.3,40.8,41,41,42.75,41.6
6Mo,83.1,67.7,58.55,52.7,49.65,46.15,43.5,41.1,39.45,37.6,37.08,36.35,36.55,37.05,37.2
9Mo,71.55,60.13,52.75,48.33,45.45,42.8,39.85,37.95,36.95,35.55,35.02,34.3,34.6,34.8,35.35
1Yr,60.25,51.75,46.6,42.5,40.48,38.7,36.88,35.05,34.05,33.17,32.5,31.7,32.9,32.98,33.05
2Yr,39.4,37.05,34.95,33.75,32.7,31.65,30.85,30.3,29.6,28.9,28.5,28.9,29.4,29.8,29.7
3Yr,33.75,32.15,31.25,30.3,29.55,28.95,28.4,27.3,27,27.4,24.1,27.7,28.25,28.6,28.7
4Yr,29.2,29.15,28.4,27.8,27.3,26.95,26.7,26.8,26.7,26.35,25.45,25.8,27.3,27.5,27.7
5Yr,27.5,26.65,26.5,26.2,25.95,25.8,25.8,25.7,25.7,25.63,25.5,26,26.5,26.6,26.7
6Yr,26.5,26.35,25.4,25.45,25.2,25.3,25.1,22.95,25.15,24.95,24.95,25,25.25,25.4,25.4
7Yr,25.35,24.55,24.35,24.4,24.63,24.65,24.6,24.65,24.7,24.5,24.55,24.7,25,24.95,25.2
8Yr,23.55,22.8,23.35,23.5,23.6,23.65,23.55,23.6,23.6,23.65,23.75,23.95,23.95,23.75,23.85
9Yr,21.7,23.05,23.3,23.4,23.35,23.25,23.4,23.35,23.3,23.2,23.4,23.75,23.6,23.3,23.05
10Yr,22.65,23.18,23.35,23.5,23.7,23.7,23.7,23.15,19.65,23.5,23.4,23.3,23.1,23,23.1
15Yr,22.15,22.1,22.1,22.1,22.1,22.25,21.75,21.6,21.4,21.65,20.65,19.2,18.65,18.45,12.85
20Yr,23.6,20.85,20.75,20.4,20.5,20.7,22.6,20.9,20.9,20.3,18.25,20.9,20.5,17.3,16.8
25Yr,19.35,18.9,19.5,19.3,19.4,19.1,18.6,18.75,18.35,18.15,17.45,16.45,15.35,14.5,14.05
30Yr,21.5,18.25,18.15,18,17.95,17.35,16.8,16.45,15.95,15.5,14.8,13.75,12.9,12.45,12.35
