Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.85875,0,2.85875,2.85875,0.992747
EDZ08   ,2.16957,0,2.16957,2.39588,0.99124
EDH09   ,2.14308,0,2.14308,2.31625,0.985899
EDM09   ,2.30087,0,2.30087,2.32865,0.980198
EDU09   ,2.47793,0,2.47793,2.37008,0.974097
EDZ09   ,2.72429,0,2.72429,2.43724,0.967434
EDH10   ,2.85497,0,2.85497,2.51263,0.960503
2 YR,2.694,0,2.694,2.69969,0.94778
3 YR,3.15,0,3.15,3.16977,0.909808
4 YR,3.52815,0,3.52815,3.56634,0.868145
5 YR,3.815,0,3.815,3.87192,0.825517
6 YR,4.002,0,4.002,4.07258,0.785135
7 YR,4.175,0,4.175,4.26272,0.744342
8 YR,4.295,0,4.295,4.3948,0.706086
9 YR,4.3735,0,4.3735,4.48018,0.671065
10 YR,4.445,0,4.445,4.55993,0.637072
11 YR,4.462,0,4.462,4.57156,0.608225
12 YR,4.493,0,4.493,4.6037,0.579157
15 YR,4.491,0,4.491,4.5786,0.507037
20 YR,4.4595,0,4.4595,4.50945,0.409836
25 YR,4.449,0,4.449,4.48123,0.330157
30 YR,4.445,0,4.445,4.46752,0.265668
40 YR,4.4435,0,4.4435,4.4523,0.171807
50 YR,4.419,0,4.419,4.37541,0.114851
