Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,74.8,68.95,63.05,59.15,56.65,52.75,49.3,46.5,43.6,40.75,39.55,37.6,36.15,35.8,35.5
3Mo,62.17,56.05,50.63,47.75,45.75,42.85,40.35,38.4,36.4,34.25,32,30.9,29.35,28.9,28.4
6Mo,55.55,48.6,44.3,42,40.25,38.2,36.2,34.4,32.7,31.5,30.3,28.2,26.85,26.5,26.1
9Mo,49.8,44.3,40.58,38.75,37.35,35.45,33.75,31.5,30.7,29.5,28.4,26.85,25.9,23.8,25.15
1Yr,44.67,39.7,36.77,35.5,33.95,32.7,30.95,29.45,28.45,27.8,26.45,25.4,24.7,24.4,24.2
2Yr,32.1,30.32,29.5,29,28.4,27.5,26.7,26,25.3,24.7,23.6,22.9,22.5,22.4,22.2
3Yr,27.65,27.15,26.55,25.95,25.55,24.95,24.45,24.1,24.65,23.2,21.32,21.8,21.4,21.4,21.05
4Yr,25.95,25.25,24.9,24.4,24,23.6,22.95,22.8,22.4,21.85,21.55,20.9,20.6,19.7,20.25
5Yr,23.7,23.4,22.8,22.8,22.6,22.07,21.65,21.6,21.3,20.75,20.5,20,19.65,19.8,19.8
6Yr,22.9,22,21.6,21.7,21.35,21.1,20.7,21,20.25,19.9,19.7,19.4,19.2,17.55,18.85
7Yr,21.1,21,20.8,20.4,20.25,19.95,19.65,19.7,19.5,18.95,18.75,18.4,18.2,18.2,18.3
8Yr,20.45,19.75,19.7,19.5,19.3,19.05,18.65,18.5,18.5,18.25,17.85,17.3,16.8,17.65,15.9
9Yr,19.45,18.8,18.7,18.6,18.4,17.95,18.05,17.85,17.7,17.4,17.15,16.85,16.3,17.5,15.3
10Yr,18.3,18.2,17.85,17.75,17.65,17.5,17.35,17.4,17.2,17.1,17.05,15.95,16.3,16.4,16.3
15Yr,16.5,15,16.6,16.6,16.6,16.5,16.3,16.2,16,14.3,14.7,15.3,15.1,15.1,15.1
20Yr,16.1,15.6,16.1,16.1,16.1,16,15.8,15.7,15.6,15.65,15.2,14.6,14.5,14.4,14.4
25Yr,15.6,15.7,15.6,15.5,15.5,15.4,15.3,15.2,15,14.9,14.5,14,13.9,13.9,12.7
30Yr,15.4,14.5,14.5,14.45,15.4,14,13.65,13.5,13.2,12.95,13.35,14,11.9,11.6,11.35
