Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,88.5,65.55,66.25,54.92,49.25,42.03,38.1,35.25,33.5,32.15,30.02,27.25,25.55,24.65,24.15
3Mo,86.53,64.95,62.92,53.58,47.05,40.98,37.42,35.05,33.58,32.38,,27.6,25.55,25.07,24.5
6Mo,79.25,65.85,60.35,50.3,44.58,39.45,36.35,34.52,33.08,31.73,,27.23,25.52,24.88,24.3
9Mo,79.5,65.7,57.2,47.9,42.73,38.6,35.58,34.13,32.75,31.5,30.9,27.25,25.48,25.05,24.32
1Yr,77,64.3,53.9,45.58,41.4,37.3,35.13,33.6,32.45,31.08,30.08,27.27,25.75,25.15,24.82
2Yr,60.75,49.45,41.5,37.15,34.53,32.35,30.8,30.1,29.07,28.02,27.75,25,24.05,23.83,23.4
3Yr,42.8,36.83,33.6,31.13,29.77,28.7,27.58,27.27,26.82,25.85,25.72,23.75,22.73,22.77,22.35
4Yr,32.55,30.02,28.4,27.4,26.65,26.2,25.4,25.3,25,24.5,24.63,22.92,21.8,21.82,21.1
5Yr,28.25,26.85,26.02,25.33,24.83,24.65,24.2,23.98,23.73,23.23,23.27,21.9,20.98,20.9,20.5
6Yr,25.4,24.73,24.35,23.75,23.4,23.05,22.7,22.55,22.35,22.25,21.8,20.9,20.2,20,19.9
7Yr,23.9,23.5,22.92,22.48,22.1,21.85,21.65,21.65,21.6,21.48,21.5,19.95,19.33,19.4,19.3
8Yr,22.7,22.25,21.85,21.4,21.2,21.07,20.88,20.8,20.8,20.7,20.45,19.35,18.92,18.65,18.55
9Yr,21.65,21.23,21,20.67,20.45,20.4,20.05,20.15,20.13,20.25,19.88,19.07,18.48,18.13,17.98
10Yr,20.3,20.02,19.8,19.65,19.5,19.45,19.35,19.55,19.55,19.77,19.48,18.2,17.35,17.43,17.27
15Yr,18.4,18.3,18.25,18.15,18.05,17.98,17.85,17.8,17.77,17.65,17.52,16.55,15.95,15.85,15.75
20Yr,17.15,17,16.9,16.55,16.6,16.6,16.5,16.35,16.27,16.33,16.08,15.4,14.85,14.75,14.68
25Yr,16.05,15.97,15.78,15.68,15.53,15.45,15.43,15.32,15.22,15.22,14.93,14.55,14.43,14.2,13.97
30Yr,14.75,17.1,14.53,14.43,14.32,17,14.28,17.4,14.05,14.07,15.03,13.57,17.9,13.38,17.48
