Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.4675,0,1.4675,1.4675,0.996345
EDH09   ,1.1693,0,1.1693,1.32492,0.993893
EDM09   ,1.26295,0,1.26295,1.31398,0.99073
EDU09   ,1.38106,0,1.38106,1.33605,0.987283
EDZ09   ,1.53863,0,1.53863,1.37883,0.983458
EDH10   ,1.66568,0,1.66568,1.43428,0.979335
EDM10   ,1.86221,0,1.86221,1.50286,0.974746
2 YR,1.5806,0,1.5806,1.58288,0.968959
3 YR,1.8355,0,1.8355,1.84222,0.946472
4 YR,2.0275,0,2.0275,2.04059,0.922
5 YR,2.15125,0,2.15125,2.16799,0.897793
6 YR,2.2832,0,2.2832,2.30602,0.871474
7 YR,2.37445,0,2.37445,2.40179,0.846095
8 YR,2.451,0,2.451,2.48284,0.820859
9 YR,2.504,0,2.504,2.53877,0.796936
10 YR,2.55825,0,2.55825,2.59788,0.772506
11 YR,2.606,0,2.606,2.64973,0.748596
12 YR,2.63825,0,2.63825,2.68418,0.726179
15 YR,2.7665,0,2.7665,2.83026,0.656072
20 YR,2.7749,0,2.7749,2.82483,0.570675
25 YR,2.733,0,2.733,2.75785,0.504216
30 YR,2.6706,0,2.6706,2.66378,0.452097
40 YR,2.697,0,2.697,2.70608,0.341238
50 YR,2.9264,0,2.9264,3.16502,0.20802
