Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,30.7,35.6,32.8,31.2,30.3,28.5,26.9,25.6,27,23.2,23.3,23.5,20.1,21.6,18.8
3Mo,33.4,36,33.4,31.8,30.9,29.1,27.5,26.9,25.6,23.7,22.5,21.2,19.8,20.4,19.2
6Mo,37.1,35.2,32.1,30.8,29.9,28.3,27,25.3,24.2,23.6,22.6,21.1,20.1,19.4,19.5
9Mo,36.45,33.65,31,29.8,28.85,27.4,26.25,25.25,24.25,23.2,22.25,20.9,19.95,20,19.35
1Yr,35.8,32.1,29.9,28.8,27.8,26.5,25.5,23.7,22.8,22.8,21.75,20.3,19.8,18.8,19.2
2Yr,28,27,26.2,25.5,24.7,23.9,23.2,22.3,21.8,21.3,20.3,18.8,19,17.6,18.5
3Yr,25,24.1,23.5,22.7,22.8,21.7,20.4,20,20.15,20.3,19.35,18.1,18.3,17,18
4Yr,23.15,22.4,22.2,21.7,21.2,20.8,20.4,19,18.7,19.3,18.7,17.5,17.6,16.5,17.3
5Yr,21.4,20.8,20.5,20.1,19.8,19.5,19.2,18.65,17.9,18.3,17.7,16.8,16.9,16,16.6
6Yr,19.85,19.2,19.05,18.85,18.6,18.3,17.95,17.8,17.7,17.4,16.9,16.2,16,15.95,15.85
7Yr,19,18.7,18.4,18.3,18.1,17.9,17.6,16.5,16.4,16.9,16.25,15.3,15.5,14.7,15.4
8Yr,17.5,17.25,17.25,17.1,17,16.8,16.6,16.5,16.4,16.15,15.85,15.4,15.2,14.95,14.9
9Yr,16.85,16.7,16.6,16.45,16.25,16.1,16.1,15.9,15.75,15.6,15.4,15.1,14.9,14.5,14.5
10Yr,16.8,16.4,16.4,16.3,16.1,16,15.8,14.8,14.7,15.2,14.8,13.9,14,13.5,13.9
15Yr,14.1,13.9,13.8,13.8,13.8,13.7,13.6,13.6,13.5,13.85,13.35,12.6,12.7,12.6,12.7
20Yr,13.8,13.3,13.2,13.2,13.5,13.1,12.9,12.8,12.7,12.85,12.4,11.8,11.7,11.5,11.4
25Yr,12.95,12.95,12.85,12.75,12.8,12.7,12.6,12.55,12.45,12.3,12,11.65,11.35,11.05,10.8
30Yr,12.7,12.7,12.7,12.7,12.7,12.6,12.45,12.45,12.3,12.15,11.75,11.25,10.85,10.6,10.45
