Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,41.95,44.4,40.9,38.8,37.4,34.8,32.5,30.35,28.45,26.42,24.8,24,21.63,21.65,22
3Mo,39.1,40.75,37.9,35.85,34.58,32.1,30.35,28.8,26.9,25.15,24.65,22.65,21.4,21.2,21
6Mo,38.2,36.65,33.95,32.45,31.1,29.45,27.75,26.4,24.9,23.45,22,21.2,20.3,19.9,19.7
9Mo,36.75,34.67,32.33,30.95,29.8,28.17,26.7,24.8,23.9,23,21.95,20.45,19.8,19.45,19.25
1Yr,35.25,32.5,30.25,28.95,27.75,26.45,25.15,24.3,23.05,22.3,21,20.4,19.23,19.3,18.8
2Yr,27.6,26.1,25.5,24.57,23.6,22.57,22.3,21.7,21.15,20.5,19.35,19.05,18.05,18.2,17.55
3Yr,24.2,23.58,22.9,22.2,21.6,20.85,20.35,20.4,19.3,19.05,18.8,17.9,17.05,17.1,17
4Yr,22.5,21.55,21.2,20.7,20.3,19.7,19.5,19.2,18.9,18.5,18.45,17.15,16.8,16.6,16.18
5Yr,20.3,19.77,19.35,19.08,18.85,18.5,18.15,18.2,17.9,17.35,17,16.5,15.92,16,15.9
6Yr,19.4,18.65,18.6,18.35,18.05,17.8,17.5,17,17.15,16.8,16.25,15.5,15.25,15.15,14.9
7Yr,17.88,17.6,17.45,17.25,17.3,17.1,16.9,16.75,16.4,16.2,15.5,15.05,14.9,14.65,14.8
8Yr,17.3,16.85,16.75,16.6,16.45,16.25,16.1,15.95,15.8,15.55,15.2,14.7,14.45,14.05,13.9
9Yr,16.4,16.15,16,15.95,15.75,15.55,15.55,15.3,15.15,15,14.75,14.4,14.1,13.7,13.5
10Yr,15.78,15.5,15.47,15.6,15.3,15.15,14.95,15.05,14.8,14.4,14.3,13.65,13.22,13.4,12.98
15Yr,14.5,14.4,14.25,14.2,14.15,14,13.85,13.5,13.6,13.45,13.05,12.55,12.3,12.1,12.1
20Yr,13,13.3,13.2,13.15,13.1,12.95,12.8,12.7,12.55,12.4,11.95,11.3,11.5,11.4,10.9
25Yr,13.1,12.6,12.45,12.35,12.25,12,11.85,11.7,11.55,11.35,11.25,11.2,10.05,10.05,9.95
30Yr,12.35,11.75,11.6,11.45,11.3,11.15,10.95,10.85,10.7,10.55,10.15,9.65,10.6,9.55,9.35
