Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,71.92,67.83,72.22,67.72,63.8,57.88,58.4,56.42,54.92,54.63,46.5,49.33,49.05,49.25,49.45
3Mo,72.38,69.3,66.58,62.77,59.35,55.58,54.63,53.67,52.08,51.67,49.72,47.6,46.48,45.75,47.17
6Mo,77.82,68.13,64.08,60.83,57.25,53.9,51.8,50.25,49.65,48.67,47.3,44.65,43.48,43,44.1
9Mo,80.35,69.7,63.88,58.3,54.45,51.08,49.2,48.4,47.6,46.3,45.3,42.67,41.6,41.1,42.2
1Yr,80.9,69.38,61.48,56.13,52.2,48.73,46.92,45.7,45.5,44.3,43,40.9,39.95,39.55,40.55
2Yr,81.22,63.3,53.45,48.2,45.4,43.23,41.83,41.1,40.28,39.27,38,36.6,36.15,35.85,35.7
3Yr,60.35,49.95,44.4,41.05,39.33,38.22,37.05,36.8,36.15,35.38,35.42,33.88,33.55,33.27,33.15
4Yr,45.4,40.75,38.1,36.48,35.45,34.77,33.95,33.65,33.3,32.88,32.35,31.65,31.48,31.35,31.2
5Yr,38.02,35.73,34.52,33.73,33.08,32.67,32,31.7,31.5,31.35,30.75,30,30.05,29.8,29.9
6Yr,33.4,32.92,32.22,31.63,31.08,30.77,30.4,29.98,29.95,29.85,30.2,29.17,29.07,28.98,28.8
7Yr,32.13,31.6,31,30.5,30.08,29.95,29.63,29.5,29.55,29.95,29.35,28.63,28.65,28.25,28.42
8Yr,30.82,30.27,29.75,29.25,28.93,28.8,28.75,28.35,28.35,28.45,28.63,27.75,27.52,27.3,27.18
9Yr,29.45,28.98,28.73,28.43,28.2,28.25,28.07,27.75,28.25,27.95,27.98,27.25,26.98,26.17,26.48
10Yr,28.9,28.55,28.17,28.07,28,28.07,28.05,27.95,28,28.2,27.6,26.75,26.63,26.17,26.4
15Yr,27.3,27,27.65,27.83,27.88,27.6,27.9,27.98,28.02,27.82,26.5,26.05,25.65,26.15,26.3
20Yr,25.45,25.43,25.55,25.55,25.6,25.63,25.55,25.45,25.45,25.55,25.95,24.55,24.35,24.5,24.6
25Yr,24.8,24.7,24.73,25.07,25.23,25.27,25.3,25.32,25.38,24.98,25,24.67,24.13,24.07,24.05
30Yr,25.2,25.02,25.1,25.25,25.43,25.45,25.35,25.17,25.33,25.33,24.88,24.1,23.23,23.85,27.68
