Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,80.7,78.75,66.05,60.55,57.05,53.25,50.55,47.25,45.65,45.55,45.7,46,48.5,46.2,49.55
3Mo,81.05,69.25,59.65,54.35,50.85,47.85,45.75,43.8,42.65,41.85,43,40.8,43.55,40.3,43.8
6Mo,68.05,59.55,51.3,47.1,44.35,42.05,40.45,38.95,38,37.35,37.9,36.05,37.45,35.3,37.55
9Mo,64.2,52.88,46.95,43.35,41.2,39.17,38,37,36.35,35.2,35.2,35.25,35.55,35.8,35.42
1Yr,55.85,45.95,41.95,39.05,37.55,36.05,35.05,33.58,33.8,33.05,33.6,33,33.15,33.5,33
2Yr,35.05,33.15,31.45,30.65,30.15,29.45,29.15,28.35,28.15,28.35,28.75,27.8,28.57,27.55,28.8
3Yr,29.85,28.35,27.75,27.35,27.35,26.98,26.73,26.18,27,26.55,24.05,26.15,27.2,25.9,27.25
4Yr,25.6,25.25,25.02,25.05,25.05,24.85,24.75,24.48,24.5,24.75,25.3,24.7,25.4,24.5,25.1
5Yr,23.4,23.4,23.45,23.48,23.45,23.45,23.45,23.2,23.23,23.52,24,23.5,23.7,23.4,24.05
6Yr,21.95,22.1,22.35,22.45,22.5,22.6,22.55,22.6,22.65,22.45,22.4,22.35,22.1,23.05,21.95
7Yr,21.15,21.35,21.27,21.45,21.68,21.85,21.85,21.65,21.7,21.85,21.95,21.2,21.2,21.05,21.75
8Yr,20.75,20,20.25,20.45,20.65,20.8,20.85,20.95,20.95,20.85,20.8,20.75,20.4,21,19.95
9Yr,19.3,19.2,19.45,19.7,19.85,19.95,20.15,20.1,20.1,20.05,20.05,20.15,19.75,19.45,19.2
10Yr,19.2,19.65,19.85,20.05,20.15,19.75,20.1,19.83,19.8,19.85,19.7,19,18.7,18.05,19.05
15Yr,18.63,18.95,18.52,18.5,18.5,18.92,18.85,18.52,18.27,17.55,17.3,16.93,17.05,16.55,16.98
20Yr,17.85,17.38,17.13,17.5,17.45,17.3,17.2,16.95,16.75,15.18,15.32,15.6,15.55,15.5,15.4
25Yr,16.55,16.3,16.4,16.4,16.3,16.05,15.8,15.35,16,16,15.8,15.5,15.6,15.7,15.8
30Yr,16.1,16.1,16.2,16.2,16.2,15.6,16.1,15.3,16,14.9,15.2,15.7,15.8,15.9,14.55
