Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,73.72,73.9,67.95,60.27,53.58,49.4,51.8,49.5,48.83,48.67,47.08,45.8,44.67,44.15,44.55
3Mo,79.8,74.3,65.53,58.4,53.35,51.65,51.27,49.35,48.75,48.23,46.45,44.98,44.25,43.67,45.3
6Mo,79.05,77.8,63.48,57.83,54.52,53.75,50.85,48.73,47.9,47.23,45.47,44.02,43.7,43.17,44.1
9Mo,81.47,74.85,62.33,53.42,52.3,50.05,48.67,47.52,46.25,45.72,44.1,42.77,42.25,42.02,42.1
1Yr,82.83,72,60.55,55.2,51.53,48.85,48.02,46.25,45.38,44.58,42.9,41.5,41.48,40.85,41.78
2Yr,79.18,61.3,53.35,48.63,46.3,44.15,42.9,41.52,40.65,40.25,38.83,37.65,37.88,37.48,37.45
3Yr,60.1,50.67,45.35,42.48,40.95,39.83,38.6,38.15,37.42,36.83,35.98,35.35,35.5,34.92,34.65
4Yr,47.6,42.88,39.78,38.3,37.83,36.85,35.8,34.8,34.88,34.63,34.02,33.58,33.63,33.27,33.33
5Yr,39.73,37.6,36.75,35.88,35.2,34.78,34.5,33.58,33.4,33.35,32.9,32.55,32.75,32.33,33.03
6Yr,36.17,35.28,34.4,33.73,33,32.58,32.2,31.65,31.55,31.55,31.45,31.6,31.48,31.27,31.13
7Yr,34.7,34.05,33.42,32.77,32.2,32,31.73,31.5,31.55,32.2,31.6,31.02,31.15,30.65,30.55
8Yr,33.3,32.4,31.63,30.95,30.4,30.45,30.38,29.9,29.98,30,29.93,30.15,29.8,29.65,29.57
9Yr,31.65,30.77,30.17,29.95,29.7,29.83,29.7,29.3,30.02,29.7,29.55,29.63,29.27,28.55,29
10Yr,30.75,30.52,30.15,29.93,29.75,29.92,29.98,29.7,29.82,30.27,29.7,29.2,28.93,28.5,28.38
15Yr,29.5,29.25,29.45,29.43,29.5,30.2,29.57,29.8,29.98,29.9,29.25,28.5,27.67,27.88,27.98
20Yr,28.27,28.1,28.1,28.1,28.15,28.2,28.02,27.9,27.88,27.38,27.02,26.83,26.57,26.48,26.73
25Yr,27.55,27.48,26.7,27.3,27.55,27.63,27.6,27.5,27.55,27.65,27.27,27.02,26.57,26.98,26.98
30Yr,26.98,26.93,27.05,27.45,27.17,27.93,27.85,27.88,28,28.05,27.6,27.2,26.1,26.85,29.88
