Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,66.63,61.55,57.25,50.95,46.35,44.63,48.4,44.55,45.38,46.77,45.45,44.3,43.95,42.55,44.4
3Mo,67.93,62.08,55.17,51.67,49.17,48.53,47.97,47.15,47.45,47.75,46.45,45.3,44.25,44.7,45.15
6Mo,70.3,64.1,54.47,51.52,48.85,48.33,47.8,47.17,46.95,47.35,46.02,44.8,45.02,44.33,45.15
9Mo,71,62.35,53.25,51.05,48.65,47.58,46.98,46.83,46.67,46.4,45.17,44,43.6,43.45,43.63
1Yr,71.2,59.85,51.88,50.35,48.3,47.1,46.48,46.1,45.88,45.45,44.13,42.92,42.65,42.33,42.38
2Yr,69.8,57.98,51.85,47.83,45.8,43.88,43.38,41.92,41.95,41.38,39.92,38.47,38.78,38.17,38.7
3Yr,57.3,51.17,46.23,43.4,41.88,40.95,39.95,39.4,38.6,38.13,36.95,36.1,36.3,35.5,35.67
4Yr,49.17,44.03,41.52,39.95,39.05,38.4,37.38,36.67,36.2,36,35.2,34.65,34.8,34.22,33.92
5Yr,41.1,39.58,38.05,37.65,36.8,36.45,35.6,34.98,34.72,34.73,34.17,33.63,33.95,33.33,33.45
6Yr,37.7,36.88,36.13,35.45,34.7,34.23,33.77,33,32.8,32.8,32.63,32.72,32.6,32.42,32.1
7Yr,35.9,35.25,35.13,34.02,33.7,33.45,32.73,32.02,32.65,33.13,32.58,32.1,32.23,31.63,31.35
8Yr,35.17,34.3,33.55,32.83,32.3,32.17,32.08,31.45,31.45,31.65,31.42,31.43,31.08,31,30.63
9Yr,33.95,32.98,32.33,31.35,31.47,31.48,31.42,30.92,31.7,31.23,31,30.98,30.63,30.3,30.1
10Yr,32.15,32.1,31.57,31.55,31.42,31.58,31.65,31.48,31.63,31.23,30.85,30.63,30.4,29.7,29.98
15Yr,31.02,31.35,31.07,31.6,31.77,31.7,31.55,31.63,31.6,31.48,30.7,29.65,29.17,29.18,29.23
20Yr,30.02,29.83,29.95,30,30.05,30,29.73,29.52,29.43,29.45,28.77,28.1,27.52,27.82,27.93
25Yr,29.07,29.1,29.08,29.15,29.25,28.45,29.27,29.35,29.4,29.45,28.82,28.2,28.23,28.25,28.15
30Yr,28.7,28.73,28.83,29,29.13,29.32,29.38,29.17,29.3,29.38,28.88,28.3,27.9,27.83,30.42
