Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,82.3,74.2,75.8,63.25,54.28,45.8,41.92,37.6,28.8,34.15,30.42,28.95,27.27,26.6,25.8
3Mo,78.25,72.68,73.7,61.45,52.25,45.17,40.95,37.45,35.25,34.13,32.05,29.23,27.45,26.65,25.95
6Mo,79.1,73.38,69.05,56.8,49.3,43.08,39.77,37,35.65,33.95,32.53,29.17,27.43,26.58,26
9Mo,83.25,74.33,65.97,53.35,47.1,41.8,38.52,36.7,35.02,33.45,32.17,29.1,27.23,26.4,25.75
1Yr,84.28,73.25,60.88,50.35,44.92,40.35,37.75,35.65,34.8,33.13,31.67,28.77,26.88,26.25,25.85
2Yr,71.22,55.48,45.8,40.4,37.15,34.9,33.2,31.92,31.33,30.1,27.8,26.55,25.57,25.05,24.7
3Yr,47.88,40.53,37.42,33.88,31.68,30.55,29.38,28.75,28.45,27.42,25.7,25.08,24.08,23.8,23.65
4Yr,35.95,32.48,30.52,29.18,28.13,27.4,26.95,26.45,26.1,25.4,24,23.77,22.6,22.63,22.05
5Yr,30.8,28.57,27.55,26.75,26.02,25.75,25.02,25,24.7,24.23,22.88,22.68,21.67,21.63,21.25
6Yr,26.8,26.55,25.3,24.75,24.4,24,23.57,23.6,22.7,23.1,22.75,21.63,20.85,20.6,20.65
7Yr,25.5,24.55,23.88,23.3,22.9,22.75,22.4,22.35,22.25,22.3,21.23,20.9,19.98,19.85,19.73
8Yr,23.73,23.13,22.67,22.3,21.95,21.85,21.63,21.5,21.2,21.4,21.17,20.2,19.32,19.13,19
9Yr,22.38,22.1,21.55,21.17,21.02,20.95,20.65,20.8,20.63,20.8,20.33,19.52,18.88,18.2,18.7
10Yr,21.02,20.85,20.58,20.38,20.2,20.13,20.02,20.27,20.25,20.18,19.15,18.85,18.35,18,18
15Yr,18.8,19.08,18.95,18.88,18.83,18.8,18.67,18.65,18.65,18.43,18.07,17.65,16.33,16.05,16.13
20Yr,17.55,17.7,17.5,17.4,17.25,17.1,17.1,16.88,16.82,16.9,17.23,15.68,15.15,15,16.9
25Yr,16.85,16.75,16.55,16.5,16.3,16.17,16.1,17.3,15.65,17.4,15.63,15.15,15.07,14.75,14.7
30Yr,15.05,15.32,15.2,15.05,15,14.98,14.98,14.77,14.82,14.88,16.58,14.55,14.45,14.13,18.5
