Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,112.03,98.18,105.25,79.63,65.28,57.35,56.58,52.3,51.1,50.9,43.97,42.6,40.45,39.7,43.83
3Mo,91.33,77.07,86.5,70.7,59.9,53.75,51.23,48.65,47.2,46.25,43.38,39.38,38.25,37.38,37.83
6Mo,85.53,68.3,69.05,59.7,53.6,48.5,46.08,43.38,42.83,41.92,41.17,36.08,34.6,33.55,34.17
9Mo,82.88,66.67,65.2,53.83,49.35,45.5,43.3,41.7,40.9,39.83,38.65,34.5,33.15,32.25,33.23
1Yr,76.17,62.8,57.77,49.22,46.3,42.98,40.98,39.5,39.1,38.3,36.65,33.77,32.02,31.48,30.9
2Yr,78.38,57.23,46.9,41.7,39.25,36.73,35.6,35.23,34.15,33.55,33.3,30.5,29.52,28.65,28.4
3Yr,52.17,42.6,37.98,35.27,34.1,32.52,32.08,31.8,31.23,30.25,30.2,28.07,27.38,26.7,26.75
4Yr,40.1,35.42,33.17,31.7,30.45,29.75,29.3,28.95,28.6,28.43,27.98,26.6,25.55,25.7,25.2
5Yr,33.7,31.5,30.2,29.3,28.52,28.23,27.55,27.65,27.05,26.9,26.45,25.15,24.55,24.18,24.2
6Yr,30.6,29.27,28.8,28.02,27.43,27.05,26.55,26.43,26.43,26.4,25.8,24.67,24.13,24.08,24.05
7Yr,28.48,27.65,27.1,26.4,25.92,25.63,25.45,25.5,25.55,25.45,25.05,23.8,23.4,23.4,23.2
8Yr,26.92,26.1,25.6,25,24.55,24.52,24.33,24.5,24.4,24.4,24.07,22.85,22.67,22.57,22.4
9Yr,25.8,24.98,24.55,24.05,23.7,23.7,23.45,23.98,24.07,23.77,23.3,22.52,22.23,21.75,21.85
10Yr,23.92,23.65,23.25,22.92,22.68,22.68,22.63,22.9,23,22.92,22.57,21.73,21.13,21.1,20.98
15Yr,21.65,21.9,22,22,22,21.9,21.9,22,22.1,22.05,21.18,20.5,20.2,20.35,20.35
20Yr,20.83,20.58,20.52,20.4,20.33,20.75,20.77,20.7,20.65,20.75,20.02,19.75,19.45,19.33,18.95
25Yr,20.4,18.65,18.6,18.73,18.6,18.5,20.5,20.6,20.8,18.32,18.35,17.73,17.25,17.35,16.92
30Yr,20.85,17.45,17.32,17.2,17.07,17.07,16.73,16.75,22.4,17,18.1,15.9,15.78,15.55,22.9
