Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80938,0,2.80938,2.80938,0.992872
EDU08   ,2.82483,0,2.82483,2.88567,0.991363
EDZ08   ,2.99865,0,2.99865,2.94212,0.983905
EDH09   ,2.9818,0,2.9818,2.97858,0.976544
EDM09   ,3.09929,0,3.09929,3.02637,0.968953
EDU09   ,3.29115,0,3.29115,3.08695,0.960959
EDZ09   ,3.56737,0,3.56737,3.16763,0.952371
2 YR,3.325,0,3.325,3.33107,0.935805
3 YR,3.6665,0,3.6665,3.68774,0.895989
4 YR,3.882,0,3.882,3.91233,0.85643
5 YR,4.033,0,4.033,4.0713,0.817487
6 YR,4.167,0,4.167,4.21525,0.778578
7 YR,4.27,0,4.27,4.32708,0.741066
8 YR,4.363,0,4.363,4.43013,0.704135
9 YR,4.433,0,4.433,4.50809,0.669418
10 YR,4.487,0,4.487,4.56835,0.636548
11 YR,4.5495,0,4.5495,4.6417,0.603655
12 YR,4.585,0,4.585,4.68125,0.573914
15 YR,4.682,0,4.682,4.79647,0.491099
20 YR,4.765,0,4.765,4.89328,0.380218
25 YR,4.8095,0,4.8095,4.94536,0.294766
30 YR,4.8145,0,4.8145,4.93161,0.231785
40 YR,4.838,0,4.838,4.95084,0.141391
50 YR,4.8155,0,4.8155,4.8468,0.091218
