Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,88.15,88.28,77.7,73,71.05,67.45,65.25,62.3,57.88,61.65,63.33,65.8,68.35,65.03,69.63
3Mo,79.25,74.15,66.65,61.73,58.73,56.45,54.95,53.95,53.3,53.1,55.5,54.58,57.6,57.75,61.25
6Mo,72.25,66.35,59.95,55.85,53.55,51.65,50.35,49.17,48.95,49.1,50.9,50.3,52.2,53.5,54.1
9Mo,66.25,59.95,54.55,51.2,49.4,47.92,47.05,46.9,46.75,45.83,45.98,46.25,48.35,48.6,49.7
1Yr,59.75,53.05,48.65,46.05,44.75,43.75,43.15,42.73,42.5,42.6,42.75,43,43.7,44.52,44.7
2Yr,43.73,40.65,38.75,37.85,37.65,37.45,37.45,37.5,37.55,37.65,38.85,38.65,39.15,39.75,39.6
3Yr,35.95,34.65,34.45,34.5,34.85,34.9,35.15,35.63,35.55,35.5,38.95,36.3,37,37.55,37.4
4Yr,31.55,31.65,31.9,32.4,32.8,33,33.2,33.25,33.45,33.6,36.5,34.45,34.83,35.6,35.1
5Yr,29.85,30.35,30.75,31.15,31.55,31.8,31.9,32.08,32.1,32.2,32.65,32.85,33.25,33.5,33.5
6Yr,28.5,28.85,29.9,30.6,30.95,30.85,30.7,30.75,31.35,31.4,31.3,31.2,31,33.05,32.2
7Yr,27.4,28.25,28.88,29.38,29.77,29.9,29.92,30.18,30.3,30.13,30.75,29.88,30.3,30.5,30.45
8Yr,28.15,27.35,27.85,28.1,28.3,28.5,28.55,28.75,28.9,28.85,28.75,28.65,28.2,33.6,29.1
9Yr,27.5,27.05,27.25,27.55,27.75,27.8,28.15,28.2,28.25,28.25,28.2,28.15,27.5,27.85,28.25
10Yr,26.5,26.7,26.98,27.33,27.73,27.75,27.82,28,27.92,27.75,27.8,27.9,27,26.95,26.9
15Yr,25.18,26.02,26.52,26.57,26.63,27.4,27.2,27,26.7,26.2,25.55,24.65,23.9,23.9,25.15
20Yr,25.9,25.8,24.98,24.9,26,25.7,25.4,23.5,24.7,23.05,22.98,22.95,22.5,22.3,22.15
25Yr,23.3,22.45,22.8,22.85,22.8,22.45,22.15,21.6,22.6,21.4,21,20.4,20.15,21.7,20.05
30Yr,21.8,25.45,22,22.2,22.5,22.3,22.2,22.1,22,23.75,23.65,23.5,21.5,23.1,21.7
