Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.76188,0,3.76188,3.76188,0.990478
EDZ08   ,3.29908,0,3.29908,3.55024,0.983712
EDH09   ,2.93233,0,2.93233,3.36285,0.976474
EDM09   ,3.05485,0,3.05485,3.30443,0.968991
EDU09   ,3.19668,0,3.19668,3.29221,0.961224
EDZ09   ,3.50782,0,3.50782,3.33205,0.952776
EDH10   ,3.69828,0,3.69828,3.39952,0.943951
2 YR,3.501,0,3.501,3.50464,0.932873
3 YR,3.8205,0,3.8205,3.8362,0.892261
4 YR,4.02295,0,4.02295,4.04853,0.852058
5 YR,4.16025,0,4.16025,4.19372,0.812599
6 YR,4.264,0,4.264,4.30474,0.774495
7 YR,4.35425,0,4.35425,4.40309,0.737217
8 YR,4.421,0,4.421,4.47613,0.701775
9 YR,4.485,0,4.485,4.54808,0.667232
10 YR,4.5265,0,4.5265,4.59386,0.635123
11 YR,4.585,0,4.585,4.66319,0.602263
12 YR,4.6105,0,4.6105,4.69053,0.573289
15 YR,4.68,0,4.68,4.76987,0.493146
20 YR,4.746,0,4.746,4.84571,0.383869
25 YR,4.765,0,4.765,4.85764,0.301225
30 YR,4.7635,0,4.7635,4.83847,0.238292
40 YR,4.736,0,4.736,4.74771,0.153065
50 YR,4.7105,0,4.7105,4.66008,0.099927
