Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.435,0,1.435,1.435,0.996425
EDH09   ,1.03938,0,1.03938,1.22753,0.994407
EDM09   ,1.09315,0,1.09315,1.1896,0.991667
EDU09   ,1.2114,0,1.2114,1.19931,0.988639
EDZ09   ,1.36416,0,1.36416,1.23427,0.985242
EDH10   ,1.47143,0,1.47143,1.28063,0.981591
EDM10   ,1.68822,0,1.68822,1.3458,0.97742
2 YR,1.411,0,1.411,1.41268,0.972162
3 YR,1.682,0,1.682,1.68819,0.950773
4 YR,1.9034,0,1.9034,1.91531,0.926586
5 YR,2.0489,0,2.0489,2.06546,0.902359
6 YR,2.1665,0,2.1665,2.18787,0.877604
7 YR,2.26,0,2.26,2.2859,0.852799
8 YR,2.328,0,2.328,2.35738,0.828985
9 YR,2.387,0,2.387,2.41999,0.805339
10 YR,2.444,0,2.444,2.48137,0.781445
11 YR,2.5095,0,2.5095,2.55365,0.756447
12 YR,2.565,0,2.565,2.61529,0.732022
15 YR,2.6875,0,2.6875,2.75313,0.663549
20 YR,2.70275,0,2.70275,2.75593,0.578439
25 YR,2.681,0,2.681,2.7156,0.509459
30 YR,2.665,0,2.665,2.68649,0.449001
40 YR,2.603,0,2.603,2.58429,0.357994
50 YR,2.9264,0,2.9264,3.23659,0.200822
