Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,118.5,96.03,96.95,75.93,62.02,56.13,56.65,54.13,53.13,52.38,48.1,47.75,45.05,45.85,44.35
3Mo,111.35,86.82,83.78,66.9,57.65,53.73,51.88,49.5,48.25,47.67,45.1,42.23,40.52,40.15,40.08
6Mo,88.75,75.1,69.4,59.02,51.6,47.77,46.23,44.58,43.2,42.5,42.48,37.6,36.22,36,35.83
9Mo,86.67,70.35,63.4,53.85,48.4,45.15,43.2,42.03,40.85,39.55,38.88,35.63,34.13,33.95,33.67
1Yr,80.75,64.17,57.75,49.05,45.5,42.7,40.95,39.95,39.1,37.73,36.55,34.15,32.65,32.63,32.53
2Yr,67.78,54.38,45.45,41.02,37.95,36.47,35.7,34.7,33.6,32.88,34.6,30.27,29.58,29.5,29.57
3Yr,50.1,41.47,38.17,35.15,33.7,32.72,31.55,31.6,31,30.07,29.9,28.02,27.9,27.52,27.3
4Yr,37.95,34.85,32.77,31.5,30.5,29.9,29.18,29,28.85,28.3,30.45,26.6,26.6,26.38,26.5
5Yr,33.47,31.65,30.5,29.6,28.8,28.5,27.92,28.2,27.7,27.27,29.17,25.8,25.65,25.73,25.25
6Yr,30.35,29.65,28.65,28.02,27.48,27.23,26.93,27.2,27,26.9,26.2,25.05,25.25,25.1,25.38
7Yr,29.55,27.95,27.1,26.48,26.17,26.35,26.08,26.27,26.17,25.95,27.6,24.35,24.07,24.35,24.2
8Yr,27.02,26.45,26.4,25.65,25.2,25.2,25.5,25.3,25.6,25.73,25.1,23.65,23.83,24,24.15
9Yr,25.8,25.2,25.05,24.65,24.5,24.75,24.08,24.65,24.85,25.15,24.25,23.52,23.68,24.98,23.6
10Yr,24.52,24.68,24.45,24.13,23.95,23.95,23.98,24.13,24.17,24.05,25.15,22.95,22.48,22.52,23.05
15Yr,22.68,23.05,23.2,23.25,23.18,23.2,23.13,23.2,23.23,23.05,22.2,21.6,20.88,21.25,21.33
20Yr,21.73,21.73,21.67,21.5,21.3,21.35,21.3,21.1,21.1,21.15,20.93,20.15,19.67,19.63,19.52
25Yr,21.5,20.1,21.45,19.88,21.48,19.75,19.77,19.75,19.7,19.77,19.52,19.02,18.48,18.27,17.9
30Yr,19.17,18.93,18.73,22.67,18.85,18.92,22.85,18.35,18.4,18.63,19.63,17.63,17,16.88,23.8
