Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.23625,0,2.23625,2.23625,0.994318
EDZ08   ,2.29467,0,2.29467,2.28802,0.992445
EDH09   ,2.14304,0,2.14304,2.24937,0.987098
EDM09   ,2.16054,0,2.16054,2.23918,0.981736
EDU09   ,2.2172,0,2.2172,2.24126,0.976265
EDZ09   ,2.35802,0,2.35802,2.26474,0.97048
EDH10   ,2.40304,0,2.40304,2.29605,0.964621
2 YR,2.3795,0,2.3795,2.38154,0.953754
3 YR,2.7675,0,2.7675,2.78054,0.920497
4 YR,3.132,0,3.132,3.16128,0.882012
5 YR,3.4115,0,3.4115,3.45771,0.842478
6 YR,3.632,0,3.632,3.69509,0.802774
7 YR,3.8013,0,3.8013,3.87965,0.764162
8 YR,3.932,0,3.932,4.0236,0.727099
9 YR,4.0135,0,4.0135,4.11189,0.693126
10 YR,4.0715,0,4.0715,4.17408,0.661512
11 YR,4.0995,0,4.0995,4.20041,0.633016
12 YR,4.13725,0,4.13725,4.24119,0.604338
15 YR,4.133,0,4.133,4.21453,0.53481
20 YR,4.1045,0,4.1045,4.15283,0.439425
25 YR,4.0655,0,4.0655,4.08099,0.364227
30 YR,4.059,0,4.059,4.06637,0.298891
40 YR,4.1075,0,4.1075,4.15858,0.192747
50 YR,2.9264,0,2.9264,2.106,0.350816
