Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.50625,0,2.50625,2.50625,0.993498
EDZ08   ,2.03459,0,2.03459,2.18578,0.992121
EDH09   ,1.93814,0,1.93814,2.1052,0.987284
EDM09   ,2.04595,0,2.04595,2.10297,0.982204
EDU09   ,2.19805,0,2.19805,2.13131,0.976777
EDZ09   ,2.42446,0,2.42446,2.18707,0.970827
EDH10   ,2.54018,0,2.54018,2.25138,0.964633
2 YR,2.406,0,2.406,2.41018,0.953151
3 YR,2.8591,0,2.8591,2.87632,0.917892
4 YR,3.2375,0,3.2375,3.27177,0.878261
5 YR,3.5159,0,3.5159,3.56694,0.837968
6 YR,3.7215,0,3.7215,3.78769,0.798407
7 YR,3.8775,0,3.8775,3.95702,0.759949
8 YR,3.9885,0,3.9885,4.07801,0.724004
9 YR,4.065,0,4.065,4.16069,0.690306
10 YR,4.117,0,4.117,4.21573,0.658895
11 YR,4.224,0,4.224,4.34365,0.623325
12 YR,4.1755,0,4.1755,4.27009,0.602148
15 YR,4.196,0,4.196,4.27851,0.529931
20 YR,4.183,0,4.183,4.23845,0.432214
25 YR,4.18,0,4.18,4.22186,0.351875
30 YR,4.1765,0,4.1765,4.20787,0.286682
40 YR,4.187,0,4.187,4.21672,0.188363
50 YR,4.207,0,4.207,4.26056,0.121492
