Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,58.25,60.55,57.5,54.05,50.55,47.6,44.1,40.45,38.35,36.4,34.55,31.8,29.95,29.4,28.75
3Mo,59.55,58.2,52.88,50,46.8,44.4,40.65,38.7,36.95,34.92,32.9,30.55,29.05,28.5,27.5
6Mo,55,53,48.9,44.65,42.4,39.85,37.3,34.6,33.3,32.05,30.33,27.8,26.77,26.35,25.67
9Mo,53.98,49.38,45.3,41.55,39.88,37.35,34.2,32.65,31.45,30.4,28.98,26.9,25.75,25.5,24.7
1Yr,49.65,45.2,41.1,37.85,36.35,34.3,32.52,30.7,29.8,28.4,27.38,25.85,24.4,24.55,23.4
2Yr,37.85,34.4,31.55,30.93,29.5,28.43,27.4,26.7,26,25,24.43,23.65,22.4,21.9,21.6
3Yr,30.3,27.65,27.7,26.5,26.05,25.15,24.6,24.8,25.1,23,22.32,21.4,20.85,20.9,20.45
4Yr,28.5,25.9,24.7,24.4,23.65,23.2,22.8,22.6,22.2,21.8,21.45,20.7,20.05,20.1,19.65
5Yr,26.05,23.77,23.55,22.7,22.35,22,21.63,21.5,21.2,20.65,20.35,19.6,19.13,19.05,18.68
6Yr,22.75,21.95,21.75,21.4,21.35,20.8,20.4,20.95,19.95,19.6,19.1,18.4,18.15,17.95,17.6
7Yr,21.48,20.35,20.1,20,19.8,19.55,19.25,19.2,19,18.55,18.5,17.7,17.15,17.25,17.3
8Yr,19.35,19.05,19.05,18.8,18.65,18.45,18.25,18.1,17.95,17.75,17.45,17.05,16.8,16.4,16.15
9Yr,18.2,18.15,18.2,18.1,17.75,17.5,17.65,17.25,17.15,16.95,16.75,16.5,16.3,16.1,15.95
10Yr,17.6,17.45,17.3,17.23,17.13,16.85,16.7,16.8,16.6,16.25,15.95,15.6,15.05,15.2,14.85
15Yr,15.6,15.7,15.75,15.7,15.7,15.55,15.4,15.3,15.15,15,14.6,14.1,13.8,13.8,13.7
20Yr,16.55,15.2,15.2,15.1,15.1,14.85,14.65,14.45,14.6,13.95,13.65,13.25,13.05,13.2,12.95
25Yr,14.5,14.6,14.5,14.5,14.5,14.4,14.05,13.8,13.55,13.25,12.9,12.45,12.35,12.15,12
30Yr,14.7,14.2,14.2,14.15,14.15,13.7,13.35,13.2,12.95,12.75,12.5,12.15,12.1,11.9,11.5
