Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,67.13,61.67,54.8,50.67,44.85,42.48,44.45,42.1,43.85,43.5,47.95,41.25,40.85,40.63,40.3
3Mo,72.4,66.05,56.77,51.7,48.27,47.42,47.1,46.05,46.25,46.1,44.33,43.38,42.7,41.98,42.9
6Mo,76.58,69.55,58.02,52.73,49.47,48.38,47.73,46.9,46.55,46.25,47.27,43.15,42.85,42.1,41.98
9Mo,76.05,67.43,57.5,51.77,48.72,47.5,46.9,46.35,45.88,45,44.55,42.7,41.95,41.75,41.85
1Yr,74.88,64.3,54.88,51.27,48.27,46.85,46.1,45.55,45.15,44.4,42.25,41.9,41.48,41.15,41.58
2Yr,73.65,57.85,51.48,47.88,45.8,44.17,42.92,41.52,40.73,40.6,40.98,37.15,38.05,37.45,38.03
3Yr,56.98,49.3,45.17,42.6,41.3,40.3,39.17,38.65,37.72,37.3,37.2,35.48,35.8,34.92,34.73
4Yr,46.88,42.75,40.3,38.9,37.98,37.6,36.1,35.97,35.45,35.23,36,34.05,34,33.67,33.33
5Yr,40.85,38.83,37.45,36.83,36.05,35.7,34.88,34.3,34.08,34.08,34.75,33.05,33.25,32.65,32.48
6Yr,36.7,36.17,35.3,34.7,33.9,33.45,32.97,32.38,32.27,32.17,33.05,32.13,32.05,31.85,31.73
7Yr,35.78,35.05,34.33,33.6,32.95,32.55,32.35,31.35,31.4,32.6,33.23,31.55,31.58,30.98,30.9
8Yr,33.7,33.45,32.55,31.85,31.2,31.17,31.15,30.35,30.65,30.75,31.25,30.8,30.43,30.3,30.13
9Yr,32.77,31.7,31.13,30.63,30.4,30.48,30.35,29.9,30.65,30.3,30.58,30.25,29.93,31.27,29.52
10Yr,31.75,31.35,30.93,30.65,30.45,30.57,30.63,30.45,30.6,30.82,31.45,29.93,29.73,28.92,29.07
15Yr,29.27,29.88,30.8,30.5,30.8,30.8,30.77,30.75,30.75,30.57,29.2,29,28.52,28.35,28.77
20Yr,28.55,28.55,28.7,28.7,29.15,28.77,28.82,28.6,28.6,28.65,29.1,27.2,26.92,27.35,27.4
25Yr,27.5,27.67,27.7,27.68,27.95,27.42,28,27.73,28.27,28.43,28.1,27.13,27.17,27.27,27.3
30Yr,27.77,27.7,27.88,28.02,28.23,28.02,28.42,28.55,28.55,28.68,27.93,27.8,27.48,27.38,29.08
